slide,source,class,tag,filename,x,y,p_gland_virchow2,p_gland_uni2,p_gland_phikon-v2,p_gland_ensemble
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x96256_y20992_bd.png,96256,20992,0.49218813,0.5336405,0.7000752,0.57530123
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x62976_y40960_bd.png,62976,40960,0.49218813,0.10158944,0.45060113,0.3481262
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x58880_y19456_bd.png,58880,19456,0.49208137,0.64863324,0.684264,0.6083262
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x49152_y16896_bd.png,49152,16896,0.49169996,0.17781086,0.06418265,0.24456449
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x108032_y24576_bd.png,108032,24576,0.4914254,0.29138398,0.34908882,0.3772994
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x85504_y33280_bd.png,85504,33280,0.49121186,0.66323286,0.4223557,0.52560014
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x29696_y24064_bd.png,29696,24064,0.49121186,0.60964036,0.8344069,0.64508635
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x82432_y31232_bd.png,82432,31232,0.49121186,0.4253367,0.6136997,0.5100827
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x55808_y25600_bd.png,55808,25600,0.49121186,0.5434085,0.68299675,0.57253903
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x80384_y20480_bd.png,80384,20480,0.49096778,0.24418274,0.51098454,0.41537833
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x108032_y28672_bd.png,108032,28672,0.49096778,0.23231015,0.34004676,0.35444155
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x44544_y28672_bd.png,44544,28672,0.49096778,0.6435533,0.7505528,0.62835795
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x96768_y27648_bd.png,96768,27648,0.49084574,0.38653186,0.26284185,0.38007316
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x45056_y33792_bd.png,45056,33792,0.4902356,0.36500388,0.43965712,0.4316322
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x86528_y43520_bd.png,86528,43520,0.4902356,0.048496004,0.21141683,0.25004947
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x86016_y31232_bd.png,86016,31232,0.4902356,0.1561049,0.5348555,0.39373198
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x102912_y28160_bd.png,102912,28160,0.48999158,0.30881524,0.21403356,0.33761346
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x51200_y30208_bd.png,51200,30208,0.48974755,0.14366761,0.26284185,0.29875234
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x58368_y31744_bd.png,58368,31744,0.48974755,0.10017222,0.053799644,0.21457314
S14-10234-2-3,virchow2,non-gland,boundary,S14-10234-2-3_x93184_y10240_bd.png,93184,10240,0.4893205,0.20497774,0.2247353,0.3063445
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x72192_y34304_hi.png,72192,34304,0.9997086,0.9839708,0.99242276,0.992034
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x111104_y31744_hi.png,111104,31744,0.9966756,0.9891816,0.9879462,0.99126786
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x30208_y31232_hi.png,30208,31232,0.99583375,0.98445636,0.9918121,0.9907007
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x40448_y20480_hi.png,40448,20480,0.99788433,0.9933072,0.9795115,0.9902344
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x111104_y32256_hi.png,111104,32256,0.9975656,0.9740426,0.99580115,0.98913646
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x73728_y31744_hi.png,73728,31744,0.9900636,0.99193794,0.9839708,0.9886575
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x49152_y25088_hi.png,49152,25088,0.9978173,0.97423947,0.9932025,0.9884198
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x46080_y23040_hi.png,46080,23040,0.9941801,0.98159516,0.9883128,0.9880293
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x69632_y23552_hi.png,69632,23552,0.99390244,0.9845754,0.9856076,0.9880285
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x109056_y35328_hi.png,109056,35328,0.99724233,0.9777139,0.9875683,0.98750824
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x88576_y30720_hi.png,88576,30720,0.9888419,0.98677725,0.9861514,0.9872568
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x75776_y30208_hi.png,75776,30208,0.997981,0.9832145,0.9802808,0.9871588
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x111616_y38400_hi.png,111616,38400,0.9996018,0.97423947,0.987375,0.98707205
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x54272_y23552_hi.png,54272,23552,0.9976404,0.9764905,0.98657167,0.9869008
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x68096_y24064_hi.png,68096,24064,0.99948066,0.9843364,0.9740426,0.9859533
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x49664_y24576_hi.png,49664,24576,0.9968273,0.98934746,0.97134733,0.98584074
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x46080_y18944_hi.png,46080,18944,0.9967775,0.966156,0.9916842,0.9848726
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x88576_y16384_hi.png,88576,16384,0.997981,0.9757624,0.9805807,0.98477477
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x54272_y25600_hi.png,54272,25600,0.99366105,0.9814534,0.9780517,0.98438877
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x45056_y23552_hi.png,45056,23552,0.9991959,0.96538115,0.9885804,0.9843858
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x68608_y25600_hi.png,68608,25600,0.99869555,0.9861514,0.96814114,0.9843294
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x70144_y23040_hi.png,70144,23040,0.9968273,0.97788346,0.97821885,0.98430985
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x88064_y33280_hi.png,88064,33280,0.97046465,0.993807,0.9884919,0.98425454
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x43520_y22528_hi.png,43520,22528,0.99861145,0.9805807,0.97262347,0.9839385
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x73216_y29696_hi.png,73216,29696,0.997065,0.97539,0.97838473,0.98361325
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x57344_y26624_hi.png,57344,26624,0.9980732,0.9728308,0.9795115,0.9834719
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x75264_y29696_hi.png,75264,29696,0.99804294,0.97090924,0.9804314,0.98312783
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x108032_y26624_hi.png,108032,26624,0.9959299,0.9744348,0.9777139,0.9826929
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x109056_y40960_hi.png,109056,40960,0.99477994,0.9700135,0.9826909,0.9824948
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x54784_y26624_hi.png,54784,26624,0.99390244,0.9666631,0.9860443,0.9822033
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x78336_y35328_hi.png,78336,35328,0.9804314,0.9728308,0.9928786,0.9820469
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x29184_y26112_hi.png,29184,26112,0.99242276,0.97423947,0.97903574,0.98189926
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x114176_y41472_hi.png,114176,41472,0.99824536,0.9861514,0.96124375,0.9818802
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x92160_y25600_hi.png,92160,25600,0.9993013,0.95976204,0.9860443,0.9817025
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x93184_y19456_hi.png,93184,19456,0.979354,0.9850429,0.9801293,0.98150873
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x87040_y8704_hi.png,87040,8704,0.9952448,0.98201376,0.96641046,0.98122305
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x69120_y21504_hi.png,69120,21504,0.9957684,0.9656413,0.9814534,0.9809544
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x78336_y34304_hi.png,78336,34304,0.9757624,0.9759464,0.9911527,0.9809539
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x54784_y26112_hi.png,54784,26112,0.98866826,0.9802808,0.9736447,0.9808646
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x68608_y23040_hi.png,68608,23040,0.9990746,0.97090924,0.97134733,0.9804437
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x46592_y22528_hi.png,46592,22528,0.99832565,0.97887486,0.96267307,0.9799579
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x70144_y28160_hi.png,70144,28160,0.99788433,0.98242307,0.95945925,0.97992224
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x24064_y30720_hi.png,24064,30720,0.9791955,0.97997653,0.97966766,0.97961324
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x94208_y24064_hi.png,94208,24064,0.9885804,0.97324073,0.97684664,0.9795559
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x37888_y21504_hi.png,37888,21504,0.98926485,0.95531917,0.99361163,0.97939855
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x67584_y24576_hi.png,67584,24576,0.99899954,0.97090924,0.96814114,0.9793499
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x93184_y19968_hi.png,93184,19968,0.9967775,0.95531917,0.9856076,0.97923476
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x56320_y18432_hi.png,56320,18432,0.99939287,0.96691406,0.97134733,0.97921807
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x69120_y26624_hi.png,69120,26624,0.99586606,0.97090924,0.97068775,0.97915435
S14-10234-2-3,hardvote,gland,high_conf,S14-10234-2-3_x67072_y19968_hi.png,67072,19968,0.9991959,0.97324073,0.96458924,0.9790087
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x109568_y48640_bd.png,109568,48640,0.019419348,0.5040893,0.57534945,0.36628604
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x51200_y38400_bd.png,51200,38400,0.5292634,0.04023794,0.5459515,0.3718176
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x104960_y49152_bd.png,104960,49152,0.52244586,0.0894546,0.5063473,0.37274924
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x66560_y29184_bd.png,66560,29184,0.53421766,0.055412795,0.5348555,0.37482867
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x111104_y23552_bd.png,111104,23552,0.5258558,0.066085376,0.5350377,0.3756596
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x72704_y42496_bd.png,72704,42496,0.60346454,0.026355354,0.5118996,0.38057315
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x53248_y38912_bd.png,53248,38912,0.6057991,0.06418265,0.5102525,0.3934114
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x84480_y43008_bd.png,84480,43008,0.5253688,0.037047174,0.61970145,0.39403915
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x65536_y31232_bd.png,65536,31232,0.09619517,0.5091542,0.5779718,0.3944404
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x58368_y16896_bd.png,58368,16896,0.5253688,0.15456733,0.5285334,0.4028232
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x110592_y23552_bd.png,110592,23552,0.5136685,0.19223589,0.5051268,0.40367708
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x102912_y22016_bd.png,102912,22016,0.5312094,0.06560483,0.6169358,0.40458333
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x74240_y30720_bd.png,74240,30720,0.16803622,0.51586384,0.5346125,0.40617085
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x72192_y15872_bd.png,72192,15872,0.5122046,0.51415634,0.19314738,0.4065028
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x53760_y39936_bd.png,53760,39936,0.6010083,0.12168575,0.505615,0.40943635
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x61952_y32768_bd.png,61952,32768,0.5992507,0.11124121,0.53193885,0.41414356
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x36352_y38400_bd.png,36352,38400,0.17610413,0.52841175,0.5432268,0.4159142
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x102912_y33280_bd.png,102912,33280,0.63522243,0.0973904,0.51635164,0.41632152
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x58880_y18432_bd.png,58880,18432,0.5450436,0.53655577,0.16885696,0.41681877
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x104960_y22528_bd.png,104960,22528,0.58604914,0.04177388,0.6271523,0.4183251
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x47104_y33280_bd.png,47104,33280,0.6288634,0.09401019,0.53315437,0.418676
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x54784_y24576_bd.png,54784,24576,0.22543794,0.5107405,0.52561235,0.42059693
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x90112_y28672_bd.png,90112,28672,0.5161077,0.124638565,0.6254381,0.42206144
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x80384_y26624_bd.png,80384,26624,0.5936093,0.17050801,0.50646937,0.4235289
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x28160_y41984_bd.png,28160,41984,0.038610928,0.5503657,0.68299675,0.4239911
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x46080_y37888_bd.png,46080,37888,0.54237854,0.5631377,0.16830944,0.42460856
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x23040_y40960_bd.png,23040,40960,0.5273165,0.2043419,0.5439536,0.425204
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x45056_y34816_bd.png,45056,34816,0.59596294,0.15974101,0.5214102,0.42570472
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x45056_y34304_bd.png,45056,34304,0.5872331,0.15052763,0.54292387,0.4268949
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x124928_y46592_bd.png,124928,46592,0.10694681,0.52244586,0.65423226,0.42787495
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x62464_y40960_bd.png,62464,40960,0.70821255,0.0226292,0.55814636,0.4296627
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x39936_y31744_bd.png,39936,31744,0.5483107,0.1732882,0.5746932,0.43209735
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x101888_y20480_bd.png,101888,20480,0.69884354,0.09534946,0.5080559,0.43408298
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x50176_y21504_bd.png,50176,21504,0.029090757,0.5229331,0.75346667,0.4351635
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x84480_y29696_bd.png,84480,29696,0.6046324,0.20055768,0.5033569,0.43618235
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x97792_y22016_bd.png,97792,22016,0.5068355,0.1732882,0.63284314,0.4376556
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x84480_y42496_bd.png,84480,42496,0.7150262,0.06512755,0.5346125,0.4382554
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x96768_y18944_bd.png,96768,18944,0.5612148,0.051845472,0.7017131,0.43825778
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x68608_y28672_bd.png,68608,28672,0.5122046,0.5184243,0.28577045,0.43879977
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x87040_y37888_bd.png,87040,37888,0.52634275,0.590307,0.20561504,0.44075492
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x107008_y31232_bd.png,107008,31232,0.5480688,0.54334795,0.23475733,0.44205806
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x32256_y26112_bd.png,32256,26112,0.5378911,0.0960255,0.6940954,0.44267067
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x76288_y38400_bd.png,76288,38400,0.6482437,0.12506539,0.5574839,0.44359767
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x95232_y16384_bd.png,95232,16384,0.68846846,0.1066906,0.53704137,0.4440668
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x108544_y20480_bd.png,108544,20480,0.57511085,0.24292329,0.5173271,0.44512042
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x100352_y18432_bd.png,100352,18432,0.57367843,0.26894143,0.5012207,0.44794688
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x103424_y61952_bd.png,103424,61952,0.24999616,0.5034179,0.59125125,0.44822177
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x122368_y53248_bd.png,122368,53248,0.50146484,0.52445555,0.31912136,0.44834724
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x51200_y34816_bd.png,51200,34816,0.141756,0.59018886,0.6132366,0.44839382
S14-10234-2-3,hardvote,gland,boundary,S14-10234-2-3_x22016_y42496_bd.png,22016,42496,0.035678554,0.5988988,0.7126323,0.4490699
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x79872_y25600_hi.png,79872,25600,0.00027803096,0.0012255674,0.0042646346,0.0019227443
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x45056_y29696_hi.png,45056,29696,8.7503e-05,0.0018102109,0.0043994132,0.0020990425
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y35328_hi.png,59392,35328,4.006369e-05,0.0044683847,0.0022872274,0.0022652252
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57344_y35328_hi.png,57344,35328,8.398072e-06,0.0014550628,0.0054692747,0.002310912
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y36352_hi.png,59392,36352,6.8148714e-05,0.0037072531,0.0032730645,0.0023494887
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y35328_hi.png,58880,35328,7.7221914e-05,0.003222484,0.0044683847,0.0025893636
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y34816_hi.png,58880,34816,1.8342893e-05,0.001622967,0.0064882697,0.00270986
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y34304_hi.png,59392,34304,6.402007e-05,0.0033766124,0.005139611,0.0028600811
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y33280_hi.png,58880,33280,6.8148714e-05,0.0017821962,0.0075772405,0.0031425285
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57856_y34816_hi.png,57856,34816,8.220189e-05,0.004198795,0.0053018946,0.0031942974
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y36352_hi.png,59904,36352,0.00017400544,0.0058199596,0.004133968,0.003375978
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y34816_hi.png,59904,34816,5.1442214e-05,0.0010005045,0.009125638,0.003392528
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y36864_hi.png,59392,36864,0.0003150387,0.0075772405,0.002434382,0.0034422204
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y33792_hi.png,58880,33792,0.0002824081,0.005384938,0.005139611,0.0036023192
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y33792_hi.png,59392,33792,0.0002824081,0.004133968,0.0072327633,0.0038830463
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x60416_y36352_hi.png,60416,36352,0.0007321813,0.007937994,0.0040072887,0.0042258217
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57344_y34816_hi.png,57344,34816,0.00010889691,0.0042646346,0.008315779,0.0042297705
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57344_y35840_hi.png,57344,35840,0.00012731104,0.005384938,0.0074606435,0.0043242974
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57344_y34304_hi.png,57344,34304,0.0005884088,0.008061992,0.0043994132,0.004349938
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x49664_y29184_hi.png,49664,29184,8.220189e-05,0.009859855,0.0034296035,0.0044572204
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y35840_hi.png,59392,35840,2.1444948e-05,0.0076956474,0.0063883206,0.0047018044
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x55808_y33792_hi.png,55808,33792,4.4001186e-05,0.0031236487,0.010986944,0.004718198
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y35840_hi.png,59904,35840,0.00041084853,0.008577485,0.0054692747,0.0048192027
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57856_y35840_hi.png,57856,35840,0.00011591934,0.0031236487,0.011331755,0.0048571075
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58368_y34816_hi.png,58368,34816,5.475977e-05,0.006692851,0.008445628,0.005064413
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58368_y36352_hi.png,58368,36352,0.00023782205,0.0094125895,0.005554925,0.0050684456
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57856_y33280_hi.png,57856,33280,0.00011591934,0.0071214284,0.008315779,0.0051843757
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58368_y35328_hi.png,58368,35328,0.00014425986,0.0076956474,0.008985428,0.005608445
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y34304_hi.png,59904,34304,0.0012255674,0.0040072887,0.012624949,0.005952602
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y34816_hi.png,59392,34816,0.0001634647,0.01518905,0.0025509123,0.005967809
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x56832_y33792_hi.png,56832,33792,0.00019110431,0.010986944,0.0074606435,0.0062128976
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x79360_y25088_hi.png,79360,25088,0.00017400544,0.00082958915,0.01883313,0.0066122417
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x55296_y34304_hi.png,55296,34304,0.00036259007,0.008315779,0.011687257,0.006788542
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y35328_hi.png,59904,35328,4.2647465e-05,0.005220126,0.01566365,0.0069754743
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59392_y33280_hi.png,59392,33280,0.0011160143,0.012053779,0.008445628,0.0072051403
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x67584_y31744_hi.png,67584,31744,0.00081673806,0.0060035954,0.014842418,0.007220917
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y34304_hi.png,58880,34304,0.00011235328,0.011331755,0.0111580305,0.0075340457
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x53760_y22528_hi.png,53760,22528,0.004070138,0.002800927,0.01665704,0.007842702
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x56832_y34816_hi.png,56832,34816,0.00032503586,0.0047552,0.018978037,0.008019424
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x69632_y11776_hi.png,69632,11776,0.0007096704,0.01717671,0.008061992,0.008649457
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x55808_y34816_hi.png,55808,34816,0.00020988309,0.008847355,0.016914913,0.008657384
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x56320_y34816_hi.png,56320,34816,0.00023050672,0.009859855,0.015906392,0.008665585
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58368_y33792_hi.png,58368,33792,0.0014325366,0.01717671,0.0076956474,0.008768298
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58880_y35840_hi.png,58880,35840,0.0001535624,0.011687257,0.016152835,0.009331218
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x57856_y36352_hi.png,57856,36352,0.0010005045,0.023330769,0.004133968,0.009488414
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x67584_y32256_hi.png,67584,32256,0.0012843083,0.0025909792,0.025178842,0.00968471
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x58368_y35840_hi.png,58368,35840,0.00010554687,0.011869121,0.017442483,0.0098057175
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x59904_y36864_hi.png,59904,36864,0.00081673806,0.017576883,0.011331755,0.009908459
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x55296_y33280_hi.png,55296,33280,0.0013045067,0.02442309,0.004133968,0.009953856
S14-10234-2-3,hardvote,non-gland,high_conf,S14-10234-2-3_x56832_y35840_hi.png,56832,35840,0.00047285447,0.012624949,0.017309096,0.010135633
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x45056_y26112_bd.png,45056,26112,0.96405166,0.49591073,0.4926763,0.65087956
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x74752_y20992_bd.png,74752,20992,0.98201376,0.4807225,0.47804147,0.6469259
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x111616_y55808_bd.png,111616,55808,0.95759624,0.47487468,0.4975281,0.643333
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x62976_y32256_bd.png,62976,32256,0.9588471,0.4640514,0.4832826,0.6353937
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x104960_y37376_bd.png,104960,37376,0.97112906,0.4747225,0.4602889,0.63538015
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x95744_y9728_bd.png,95744,9728,0.9878528,0.4227727,0.48633155,0.63231903
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x97280_y42496_bd.png,97280,42496,0.94815457,0.45810625,0.4855997,0.6306202
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x26112_y32768_bd.png,26112,32768,0.967163,0.4520521,0.47152743,0.63024753
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x57344_y29696_bd.png,57344,29696,0.96485513,0.47181642,0.450722,0.62913114
S14-10234-2-3,hardvote,non-gland,boundary,S14-10234-2-3_x53760_y28672_bd.png,53760,28672,0.9439706,0.49296618,0.4481093,0.6283487
