x,y,is_tissue,tissue_pct,pct_inROI,pct_nested,gt_label_thr050,gt_label_thr025
26880,17920,1,0.9673628826530613,0.0,0.0,-1,-1
29120,17920,1,0.9400031887755103,0.0,0.0,-1,-1
31360,17920,1,0.9611224489795919,0.0,0.0,-1,-1
33600,17920,1,0.9774553571428571,0.0,0.0,-1,-1
35840,17920,1,0.9836862244897959,0.0,0.0,-1,-1
38080,17920,1,0.9947672193877551,0.0,0.0,-1,-1
40320,17920,1,0.9373724489795918,0.0,0.0,-1,-1
42560,17920,1,0.9515943877551021,0.0,0.0,-1,-1
44800,17920,1,0.9955070153061224,0.0,0.0,-1,-1
47040,17920,1,0.9863616071428571,0.0,0.0,-1,-1
49280,17920,1,0.9860714285714286,0.5281081081081082,0.2499099099099099,0,0
51520,17920,1,0.949547193877551,1.0,0.18204444444444445,0,0
53760,17920,1,0.9659661989795918,1.0,0.05688888888888889,0,0
56000,17920,1,0.9614955357142857,1.0,0.09688888888888889,0,0
58240,17920,1,0.9312213010204081,1.0,0.06846846846846846,0,0
60480,17920,1,0.9602423469387755,1.0,0.027733333333333332,0,0
62720,17920,1,0.9461447704081632,1.0,0.02666666666666667,0,0
64960,17920,1,0.916374362244898,1.0,0.04284444444444444,0,0
67200,17920,1,0.877936862244898,1.0,0.0,0,0
69440,17920,1,0.8272895408163266,1.0,0.0,0,0
71680,17920,1,0.9416932397959183,1.0,0.0,0,0
73920,17920,1,0.9392538265306123,1.0,0.0,0,0
76160,17920,1,0.907936862244898,1.0,0.0,0,0
78400,17920,0,0.29026785714285713,1.0,0.0,0,0
80640,17920,0,3.50765306122449e-05,1.0,0.0,0,0
82880,17920,0,6.377551020408164e-05,0.9733333333333334,0.0,0,0
85120,17920,0,1.594387755102041e-05,0.0,0.0,-1,-1
87360,17920,0,0.2420408163265306,0.0,0.0,-1,-1
89600,17920,0,0.6477008928571428,0.0,0.0,-1,-1
91840,17920,0,0.4149139030612245,0.0,0.0,-1,-1
94080,17920,0,0.12909438775510204,0.0,0.0,-1,-1
96320,17920,0,0.6214253826530612,0.0,0.0,-1,-1
98560,17920,1,0.7395663265306123,0.0,0.0,-1,-1
100800,17920,1,0.7588966836734694,0.0,0.0,-1,-1
103040,17920,0,0.5647704081632653,0.0,0.0,-1,-1
105280,17920,0,0.015752551020408165,0.0,0.0,-1,-1
107520,17920,0,1.913265306122449e-05,0.0,0.0,-1,-1
109760,17920,0,1.913265306122449e-05,0.0,0.0,-1,-1
112000,17920,0,6.3775510204081635e-06,0.0,0.0,-1,-1
114240,17920,0,0.00010841836734693877,0.0,0.0,-1,-1
116480,17920,0,4.464285714285714e-05,0.0,0.0,-1,-1
118720,17920,0,0.0,0.0,0.0,-1,-1
0,20160,0,6.3775510204081635e-06,0.0,0.0,-1,-1
2240,20160,0,7.653061224489796e-05,0.0,0.0,-1,-1
4480,20160,0,2.232142857142857e-05,0.0,0.0,-1,-1
6720,20160,0,0.00014987244897959184,0.0,0.0,-1,-1
8960,20160,0,0.11672512755102041,0.0,0.0,-1,-1
11200,20160,0,0.6715752551020409,0.0,0.0,-1,-1
13440,20160,1,0.9614795918367347,0.0,0.0,-1,-1
15680,20160,1,0.9580899234693877,0.0,0.0,-1,-1
17920,20160,1,0.885749362244898,0.0,0.0,-1,-1
20160,20160,1,0.9610491071428572,0.0,0.0,-1,-1
22400,20160,1,0.9340019132653061,0.0,0.0,-1,-1
24640,20160,1,0.9426753826530613,0.0,0.0,-1,-1
26880,20160,1,0.9252359693877551,0.0,0.0,-1,-1
29120,20160,1,0.9658354591836734,0.0,0.0,-1,-1
31360,20160,1,0.9550223214285715,0.0,0.0,-1,-1
33600,20160,1,0.935577168367347,0.0,0.0,-1,-1
35840,20160,1,0.9592570153061224,0.0,0.0,-1,-1
38080,20160,1,0.9698118622448979,0.0,0.0,-1,-1
40320,20160,1,0.9603188775510204,0.0,0.0,-1,-1
42560,20160,1,0.9803188775510204,0.0,0.0,-1,-1
44800,20160,1,0.9901147959183674,0.0,0.0,-1,-1
47040,20160,1,0.9915306122448979,0.0,0.0,-1,-1
49280,20160,1,0.9876849489795918,0.5300900900900901,0.3583783783783784,0,1
51520,20160,1,0.9032047193877552,1.0,0.16266666666666665,0,0
53760,20160,1,0.9489030612244898,1.0,0.032,0,0
56000,20160,1,0.9367474489795918,1.0,0.04195555555555556,0,0
58240,20160,1,0.9433482142857142,1.0,0.10504504504504504,0,0
60480,20160,1,0.9513297193877551,1.0,0.03928888888888889,0,0
62720,20160,1,0.9472991071428571,1.0,0.023466666666666667,0,0
64960,20160,1,0.9207461734693878,1.0,0.0,0,0
67200,20160,1,0.9160746173469387,1.0,0.0,0,0
69440,20160,1,0.939795918367347,1.0,0.064,0,0
71680,20160,1,0.9597448979591837,1.0,0.03591111111111111,0,0
73920,20160,1,0.8570854591836735,1.0,0.02968888888888889,0,0
76160,20160,1,0.900609056122449,1.0,0.0,0,0
78400,20160,1,0.9461670918367346,1.0,0.0,0,0
80640,20160,1,0.7789253826530612,1.0,0.25244444444444447,0,1
82880,20160,0,0.5621619897959184,0.9733333333333334,0.0416,0,0
85120,20160,0,0.12122448979591836,0.0,0.0,-1,-1
87360,20160,1,0.8866454081632653,0.0,0.0,-1,-1
89600,20160,0,0.651498724489796,0.0,0.0,-1,-1
91840,20160,1,0.929327168367347,0.0,0.0,-1,-1
94080,20160,1,0.7668144132653061,0.0,0.0,-1,-1
96320,20160,0,0.6706696428571428,0.0,0.0,-1,-1
98560,20160,0,0.3211798469387755,0.0,0.0,-1,-1
100800,20160,0,0.2011734693877551,0.0,0.0,-1,-1
103040,20160,1,0.7610905612244898,0.0,0.0,-1,-1
105280,20160,0,0.16973214285714286,0.0,0.0,-1,-1
107520,20160,0,0.0,0.0,0.0,-1,-1
109760,20160,0,0.00011798469387755103,0.0,0.0,-1,-1
112000,20160,0,6.3775510204081635e-06,0.0,0.0,-1,-1
114240,20160,0,6.3775510204081635e-06,0.0,0.0,-1,-1
116480,20160,0,1.594387755102041e-05,0.0,0.0,-1,-1
118720,20160,0,0.0,0.0,0.0,-1,-1
0,22400,0,3.826530612244898e-05,0.0,0.0,-1,-1
2240,22400,0,5.7397959183673466e-05,0.0,0.0,-1,-1
4480,22400,0,6.696428571428572e-05,0.0,0.0,-1,-1
6720,22400,0,6.3775510204081635e-06,0.0,0.0,-1,-1
8960,22400,0,3.826530612244898e-05,0.0,0.0,-1,-1
11200,22400,0,0.42777423469387754,0.0,0.0,-1,-1
13440,22400,1,0.9646173469387755,0.0,0.0,-1,-1
15680,22400,1,0.8691071428571429,0.0,0.0,-1,-1
17920,22400,1,0.959467474489796,0.0,0.0,-1,-1
20160,22400,1,0.9604942602040817,0.0,0.0,-1,-1
22400,22400,1,0.9330420918367347,0.0,0.0,-1,-1
24640,22400,1,0.9500191326530613,0.0,0.0,-1,-1
26880,22400,1,0.9582142857142857,0.0,0.0,-1,-1
29120,22400,1,0.9252933673469388,0.0,0.0,-1,-1
31360,22400,1,0.9653954081632653,0.0,0.0,-1,-1
33600,22400,1,0.9440369897959183,0.0,0.0,-1,-1
35840,22400,1,0.9602582908163265,0.0,0.0,-1,-1
38080,22400,1,0.9572417091836735,0.0,0.0,-1,-1
40320,22400,1,0.9810395408163265,0.0,0.0,-1,-1
42560,22400,1,0.964014668367347,0.0,0.0,-1,-1
44800,22400,1,0.9847385204081632,0.0,0.0,-1,-1
47040,22400,1,0.9952774234693877,0.0,0.0,-1,-1
49280,22400,1,0.9881218112244898,0.527027027027027,0.22864864864864864,0,0
51520,22400,1,0.9011702806122449,1.0,0.056355555555555555,0,0
53760,22400,1,0.9644260204081633,1.0,0.06453333333333333,0,0
56000,22400,1,0.9229942602040816,1.0,0.02808888888888889,0,0
58240,22400,1,0.9446237244897959,1.0,0.08936936936936937,0,0
60480,22400,1,0.9219642857142857,1.0,0.0,0,0
62720,22400,1,0.9358832908163265,1.0,0.0037333333333333333,0,0
64960,22400,1,0.8387946428571429,1.0,0.015288888888888888,0,0
67200,22400,0,0.6909725765306123,1.0,0.013153153153153152,0,0
69440,22400,0,0.6962531887755102,1.0,0.0,0,0
71680,22400,1,0.7837117346938776,1.0,0.0,0,0
73920,22400,0,0.6885682397959184,1.0,0.0,0,0
76160,22400,1,0.8348692602040816,1.0,0.0,0,0
78400,22400,1,0.9622895408163266,1.0,0.005688888888888889,0,0
80640,22400,1,0.9681345663265306,1.0,0.16053333333333333,0,0
82880,22400,1,0.966061862244898,0.9733333333333334,0.0010666666666666667,0,0
85120,22400,0,0.4472576530612245,0.0,0.0,-1,-1
87360,22400,1,0.9130229591836735,0.0,0.0,-1,-1
89600,22400,0,0.615108418367347,0.0,0.0,-1,-1
91840,22400,1,0.9474649234693877,0.0,0.0,-1,-1
94080,22400,1,0.8538329081632653,0.0,0.0,-1,-1
96320,22400,0,0.6893016581632653,0.0,0.0,-1,-1
98560,22400,0,0.46629783163265304,0.0,0.0,-1,-1
100800,22400,0,0.5166454081632653,0.0,0.0,-1,-1
103040,22400,1,0.839563137755102,0.0,0.0,-1,-1
105280,22400,0,0.16136479591836736,0.0,0.0,-1,-1
107520,22400,0,4.783163265306122e-05,0.0,0.0,-1,-1
109760,22400,0,0.0,0.0,0.0,-1,-1
112000,22400,0,7.01530612244898e-05,0.0,0.0,-1,-1
114240,22400,0,2.8698979591836733e-05,0.0,0.0,-1,-1
116480,22400,0,3.1887755102040818e-06,0.0,0.0,-1,-1
118720,22400,0,1.2755102040816327e-05,0.0,0.0,-1,-1
0,24640,0,0.0,0.0,0.0,-1,-1
2240,24640,0,2.232142857142857e-05,0.0,0.0,-1,-1
4480,24640,0,6.3775510204081635e-06,0.0,0.0,-1,-1
6720,24640,0,9.247448979591836e-05,0.0,0.0,-1,-1
8960,24640,0,7.334183673469388e-05,0.0,0.0,-1,-1
11200,24640,0,0.1369642857142857,0.0,0.0,-1,-1
13440,24640,1,0.8459375,0.0,0.0,-1,-1
15680,24640,1,0.7969642857142857,0.0,0.0,-1,-1
17920,24640,1,0.8403125,0.0,0.0,-1,-1
20160,24640,1,0.9264987244897959,0.0,0.0,-1,-1
22400,24640,1,0.9240816326530612,0.0,0.0,-1,-1
24640,24640,1,0.921265943877551,0.0,0.0,-1,-1
26880,24640,1,0.886109693877551,0.0,0.0,-1,-1
29120,24640,1,0.8914158163265307,0.0,0.0,-1,-1
31360,24640,1,0.8512468112244898,0.0,0.0,-1,-1
33600,24640,1,0.8892793367346938,0.0,0.0,-1,-1
35840,24640,1,0.9274298469387755,0.0,0.0,-1,-1
38080,24640,1,0.9297448979591837,0.0,0.0,-1,-1
40320,24640,1,0.9468877551020408,0.0,0.0,-1,-1
42560,24640,1,0.9505229591836735,0.0,0.0,-1,-1
44800,24640,1,0.9324872448979592,0.0,0.0,-1,-1
47040,24640,1,0.9930739795918367,0.0,0.0,-1,-1
49280,24640,1,0.9942825255102041,0.527027027027027,0.03177501826150475,0,0
51520,24640,1,0.9816900510204082,1.0,0.2544144144144144,0,1
53760,24640,1,0.9675797193877551,1.0,0.29945945945945945,0,1
56000,24640,1,0.9301945153061224,1.0,0.12666666666666668,0,0
58240,24640,1,0.9467633928571428,1.0,0.022826880934989042,0,0
60480,24640,1,0.9035331632653061,1.0,0.0,0,0
62720,24640,1,0.7174936224489796,1.0,0.0,0,0
64960,24640,1,0.8007461734693877,1.0,0.0,0,0
67200,24640,1,0.9393813775510204,1.0,0.0,0,0
69440,24640,1,0.9357684948979592,1.0,0.0,0,0
71680,24640,1,0.9608258928571428,1.0,0.014594594594594595,0,0
73920,24640,1,0.8671141581632653,1.0,0.07045045045045045,0,0
76160,24640,1,0.9423947704081632,1.0,0.006756756756756757,0,0
78400,24640,1,0.9081345663265306,1.0,0.0,0,0
80640,24640,1,0.9727200255102041,1.0,0.004324324324324324,0,0
82880,24640,1,0.8884630102040816,0.9733333333333334,0.0,0,0
85120,24640,0,0.29354272959183675,0.0,0.0,-1,-1
87360,24640,1,0.8688616071428571,0.0,0.0,-1,-1
89600,24640,1,0.8020184948979592,0.0,0.0,-1,-1
91840,24640,1,0.831157525510204,0.0,0.0,-1,-1
94080,24640,0,0.549703443877551,0.0,0.0,-1,-1
96320,24640,1,0.8000701530612245,0.0,0.0,-1,-1
98560,24640,1,0.7232142857142857,0.0,0.0,-1,-1
100800,24640,1,0.7154304846938776,0.0,0.0,-1,-1
103040,24640,1,0.7005516581632653,0.0,0.0,-1,-1
105280,24640,0,0.0008418367346938776,0.0,0.0,-1,-1
107520,24640,0,0.0002806122448979592,0.0,0.0,-1,-1
109760,24640,0,0.0,0.0,0.0,-1,-1
112000,24640,0,0.0,0.0,0.0,-1,-1
114240,24640,0,0.0,0.0,0.0,-1,-1
116480,24640,0,5.7397959183673466e-05,0.0,0.0,-1,-1
118720,24640,0,8.928571428571429e-05,0.0,0.0,-1,-1
0,26880,0,3.1887755102040818e-06,0.0,0.0,-1,-1
2240,26880,0,0.00020089285714285714,0.0,0.0,-1,-1
4480,26880,0,6.3775510204081635e-06,0.0,0.0,-1,-1
6720,26880,0,0.0019419642857142858,0.0,0.0,-1,-1
8960,26880,0,9.885204081632654e-05,0.0,0.0,-1,-1
11200,26880,0,0.06711415816326531,0.0,0.0,-1,-1
13440,26880,1,0.8037276785714286,0.0,0.0,-1,-1
15680,26880,1,0.8987946428571428,0.0,0.0,-1,-1
17920,26880,1,0.7531345663265306,0.0,0.0,-1,-1
20160,26880,1,0.9102136479591837,0.0,0.0,-1,-1
22400,26880,1,0.8909438775510204,0.0,0.0,-1,-1
24640,26880,1,0.8702901785714285,0.0,0.0,-1,-1
26880,26880,1,0.8599904336734694,0.0,0.0,-1,-1
29120,26880,1,0.8846237244897959,0.0,0.0,-1,-1
31360,26880,1,0.9084885204081633,0.0,0.0,-1,-1
33600,26880,1,0.7698469387755102,0.0,0.0,-1,-1
35840,26880,1,0.8916804846938775,0.0,0.0,-1,-1
38080,26880,1,0.849094387755102,0.0,0.0,-1,-1
40320,26880,1,0.9178348214285714,0.0,0.0,-1,-1
42560,26880,1,0.9758801020408163,0.0,0.0,-1,-1
44800,26880,1,0.8141677295918367,0.0,0.0,-1,-1
47040,26880,1,0.9379304846938775,0.0,0.0,-1,-1
49280,26880,1,0.9961702806122449,0.527027027027027,0.0,0,0
51520,26880,1,0.995,1.0,0.018844444444444445,0,0
53760,26880,1,0.9844547193877551,1.0,0.17173333333333332,0,0
56000,26880,1,0.9908258928571428,1.0,0.32853333333333334,0,1
58240,26880,1,0.9678411989795919,1.0,0.13135135135135134,0,0
60480,26880,1,0.9600159438775511,1.0,0.007822222222222222,0,0
62720,26880,1,0.9264126275510204,1.0,0.0,0,0
64960,26880,1,0.9287914540816327,1.0,0.1368888888888889,0,0
67200,26880,1,0.9405580357142858,1.0,0.03351351351351351,0,0
69440,26880,1,0.9449553571428572,1.0,0.05422222222222222,0,0
71680,26880,1,0.9194005102040816,1.0,0.20942222222222223,0,0
73920,26880,1,0.9047448979591837,1.0,0.10417777777777777,0,0
76160,26880,1,0.8871141581632653,1.0,0.10720720720720721,0,0
78400,26880,1,0.9695280612244898,1.0,0.07502222222222223,0,0
80640,26880,1,0.9843303571428571,1.0,0.0,0,0
82880,26880,1,0.7323756377551021,0.9733333333333334,0.0,0,0
85120,26880,0,0.24528380102040817,0.0,0.0,-1,-1
87360,26880,1,0.8493048469387755,0.0,0.0,-1,-1
89600,26880,1,0.8775605867346938,0.0,0.0,-1,-1
91840,26880,1,0.9443303571428572,0.0,0.0,-1,-1
94080,26880,1,0.7234885204081632,0.0,0.0,-1,-1
96320,26880,1,0.93453125,0.0,0.0,-1,-1
98560,26880,1,0.8159183673469388,0.0,0.0,-1,-1
100800,26880,0,0.6560044642857142,0.0,0.0,-1,-1
103040,26880,1,0.8620950255102041,0.0,0.0,-1,-1
105280,26880,1,0.830640943877551,0.0,0.0,-1,-1
107520,26880,0,0.6167761479591837,0.0,0.0,-1,-1
109760,26880,0,0.0024521683673469387,0.0,0.0,-1,-1
112000,26880,0,0.0,0.0,0.0,-1,-1
114240,26880,0,5.7397959183673466e-05,0.0,0.0,-1,-1
116480,26880,0,3.188775510204082e-05,0.0,0.0,-1,-1
118720,26880,0,3.1887755102040818e-06,0.0,0.0,-1,-1
0,29120,0,0.0050605867346938775,0.0,0.0,-1,-1
2240,29120,0,1.913265306122449e-05,0.0,0.0,-1,-1
4480,29120,0,2.5510204081632654e-05,0.0,0.0,-1,-1
6720,29120,0,6.3775510204081635e-06,0.0,0.0,-1,-1
8960,29120,0,5.7397959183673466e-05,0.0,0.0,-1,-1
11200,29120,0,0.003514030612244898,0.0,0.0,-1,-1
13440,29120,1,0.7488584183673469,0.0,0.0,-1,-1
15680,29120,1,0.8481058673469388,0.0,0.0,-1,-1
17920,29120,1,0.7767251275510204,0.0,0.0,-1,-1
20160,29120,0,0.5445727040816326,0.0,0.0,-1,-1
22400,29120,1,0.738734056122449,0.0,0.0,-1,-1
24640,29120,1,0.8264030612244898,0.0,0.0,-1,-1
26880,29120,1,0.7916135204081632,0.0,0.0,-1,-1
29120,29120,1,0.7795663265306122,0.0,0.0,-1,-1
31360,29120,1,0.9182716836734693,0.0,0.0,-1,-1
33600,29120,1,0.8424298469387755,0.0,0.0,-1,-1
35840,29120,1,0.8790497448979592,0.0,0.0,-1,-1
38080,29120,1,0.8479304846938776,0.0,0.0,-1,-1
40320,29120,1,0.8791230867346939,0.0,0.0,-1,-1
42560,29120,0,0.6353858418367347,0.0,0.0,-1,-1
44800,29120,1,0.7610586734693877,0.0,0.0,-1,-1
47040,29120,1,0.8510841836734694,0.0,0.0,-1,-1
49280,29120,1,0.9249298469387756,0.527027027027027,0.0,0,0
51520,29120,1,0.984343112244898,1.0,0.0,0,0
53760,29120,1,0.9917219387755102,1.0,0.0,0,0
56000,29120,1,0.9856760204081633,1.0,0.024355555555555554,0,0
58240,29120,1,0.9667857142857142,1.0,0.04792792792792793,0,0
60480,29120,1,0.9764732142857143,1.0,0.0695111111111111,0,0
62720,29120,1,0.9575605867346939,1.0,0.3178666666666667,0,1
64960,29120,1,0.9569674744897959,1.0,0.0752,0,0
67200,29120,1,0.8864604591836734,1.0,0.09747747747747748,0,0
69440,29120,1,0.954359056122449,1.0,0.1544888888888889,0,0
71680,29120,1,0.9698405612244898,1.0,0.11342222222222222,0,0
73920,29120,1,0.9682589285714286,1.0,0.31004444444444446,0,1
76160,29120,1,0.9601785714285714,1.0,0.2009009009009009,0,0
78400,29120,1,0.9877008928571429,1.0,0.01902222222222222,0,0
80640,29120,1,0.9888169642857143,1.0,0.0,0,0
82880,29120,0,0.5723150510204081,0.9733333333333334,0.0,0,0
85120,29120,0,0.6853188775510204,0.0,0.0,-1,-1
87360,29120,1,0.8903985969387755,0.0,0.0,-1,-1
89600,29120,1,0.8225860969387755,0.0,0.0,-1,-1
91840,29120,1,0.8563520408163265,0.0,0.0,-1,-1
94080,29120,1,0.9610905612244898,0.0,0.0,-1,-1
96320,29120,1,0.8556792091836735,0.0,0.0,-1,-1
98560,29120,0,0.6702168367346939,0.0,0.0,-1,-1
100800,29120,0,0.5507110969387755,0.0,0.0,-1,-1
103040,29120,1,0.8113201530612245,0.0,0.0,-1,-1
105280,29120,1,0.7019355867346939,0.0,0.0,-1,-1
107520,29120,1,0.9702136479591836,0.0,0.0,-1,-1
109760,29120,0,0.16856505102040817,0.0,0.0,-1,-1
112000,29120,0,0.0005963010204081633,0.0,0.0,-1,-1
114240,29120,0,3.1887755102040818e-06,0.0,0.0,-1,-1
116480,29120,0,0.00021683673469387755,0.0,0.0,-1,-1
118720,29120,0,5.420918367346939e-05,0.0,0.0,-1,-1
0,31360,0,0.0,0.0,0.0,-1,-1
2240,31360,0,6.696428571428572e-05,0.0,0.0,-1,-1
4480,31360,0,2.232142857142857e-05,0.0,0.0,-1,-1
6720,31360,0,0.0,0.0,0.0,-1,-1
8960,31360,0,1.2755102040816327e-05,0.0,0.0,-1,-1
11200,31360,0,5.102040816326531e-05,0.0,0.0,-1,-1
13440,31360,0,0.5114636479591836,0.0,0.0,-1,-1
15680,31360,1,0.8384630102040816,0.0,0.0,-1,-1
17920,31360,0,0.4983035714285714,0.0,0.0,-1,-1
20160,31360,0,0.1764190051020408,0.0,0.0,-1,-1
22400,31360,0,0.28340880102040816,0.0,0.0,-1,-1
24640,31360,1,0.7736607142857143,0.0,0.0,-1,-1
26880,31360,0,0.6331536989795918,0.0,0.0,-1,-1
29120,31360,1,0.7000063775510204,0.0,0.0,-1,-1
31360,31360,1,0.828360969387755,0.0,0.0,-1,-1
33600,31360,1,0.8004878826530613,0.0,0.0,-1,-1
35840,31360,0,0.6581760204081633,0.0,0.0,-1,-1
38080,31360,1,0.8570758928571428,0.0,0.0,-1,-1
40320,31360,0,0.32692920918367346,0.0,0.0,-1,-1
42560,31360,0,0.48307716836734693,0.0,0.0,-1,-1
44800,31360,0,0.24207908163265307,0.0,0.0,-1,-1
47040,31360,0,0.5723724489795918,0.0,0.0,-1,-1
49280,31360,1,0.7104177295918367,0.527027027027027,0.0,0,0
51520,31360,1,0.7374139030612245,1.0,0.0,0,0
53760,31360,1,0.9300542091836734,1.0,0.0,0,0
56000,31360,1,0.9850446428571429,1.0,0.0,0,0
58240,31360,1,0.9867633928571429,1.0,0.0,0,0
60480,31360,1,0.9790561224489795,1.0,0.0,0,0
62720,31360,1,0.9616230867346939,1.0,0.014577777777777778,0,0
64960,31360,1,0.95109375,1.0,0.19111111111111112,0,0
67200,31360,1,0.9601179846938775,1.0,0.3881081081081081,0,1
69440,31360,1,0.973858418367347,1.0,0.16391111111111112,0,0
71680,31360,1,0.9785746173469387,1.0,0.16924444444444445,0,0
73920,31360,1,0.9852264030612244,1.0,0.2648888888888889,0,1
76160,31360,1,0.9848883928571428,1.0,0.005585585585585586,0,0
78400,31360,1,0.9875510204081632,1.0,0.0,0,0
80640,31360,1,0.8092889030612245,1.0,0.0,0,0
82880,31360,0,0.3121811224489796,0.9733333333333334,0.0,0,0
85120,31360,1,0.8795886479591837,0.0,0.0,-1,-1
87360,31360,1,0.8582238520408163,0.0,0.0,-1,-1
89600,31360,0,0.5856855867346938,0.0,0.0,-1,-1
91840,31360,1,0.7383322704081633,0.0,0.0,-1,-1
94080,31360,1,0.7945248724489796,0.0,0.0,-1,-1
96320,31360,0,0.5891900510204081,0.0,0.0,-1,-1
98560,31360,0,0.653890306122449,0.0,0.0,-1,-1
100800,31360,0,0.5890561224489796,0.0,0.0,-1,-1
103040,31360,0,0.3378380102040816,0.0,0.0,-1,-1
105280,31360,0,0.40006377551020406,0.0,0.0,-1,-1
107520,31360,1,0.9271460459183674,0.0,0.0,-1,-1
109760,31360,0,0.49959821428571427,0.0,0.0,-1,-1
112000,31360,0,9.566326530612244e-06,0.0,0.0,-1,-1
114240,31360,0,0.00011479591836734693,0.0,0.0,-1,-1
116480,31360,0,0.0005325255102040816,0.0,0.0,-1,-1
118720,31360,0,0.0,0.0,0.0,-1,-1
0,33600,0,1.2755102040816327e-05,0.0,0.0,-1,-1
2240,33600,0,9.247448979591836e-05,0.0,0.0,-1,-1
4480,33600,0,1.594387755102041e-05,0.0,0.0,-1,-1
6720,33600,0,3.50765306122449e-05,0.0,0.0,-1,-1
8960,33600,0,6.377551020408164e-05,0.0,0.0,-1,-1
11200,33600,0,0.00027104591836734694,0.0,0.0,-1,-1
13440,33600,0,0.5587436224489796,0.0,0.0,-1,-1
15680,33600,0,0.5418112244897959,0.0,0.0,-1,-1
17920,33600,0,0.2727391581632653,0.0,0.0,-1,-1
20160,33600,0,0.15026147959183672,0.0,0.0,-1,-1
22400,33600,0,0.2638105867346939,0.0,0.0,-1,-1
24640,33600,0,0.6147480867346938,0.0,0.0,-1,-1
26880,33600,0,0.20613201530612246,0.0,0.0,-1,-1
29120,33600,0,0.3417283163265306,0.0,0.0,-1,-1
31360,33600,0,0.4941996173469388,0.0,0.0,-1,-1
33600,33600,1,0.7688520408163265,0.0,0.0,-1,-1
35840,33600,0,0.46510522959183676,0.0,0.0,-1,-1
38080,33600,1,0.8545663265306123,0.0,0.0,-1,-1
40320,33600,0,0.2839859693877551,0.0,0.0,-1,-1
42560,33600,0,0.6105899234693878,0.0,0.0,-1,-1
44800,33600,1,0.8739764030612245,0.0,0.0,-1,-1
47040,33600,0,0.3382621173469388,0.0,0.0,-1,-1
49280,33600,0,0.5009311224489796,0.14243973703433163,0.0,-1,-1
51520,33600,0,0.6473501275510204,0.2702702702702703,0.0,-1,0
53760,33600,1,0.8127391581632653,0.2702702702702703,0.0,-1,0
56000,33600,1,0.8928507653061224,0.2702702702702703,0.0,-1,0
58240,33600,1,0.980609056122449,0.2702702702702703,0.0,-1,0
60480,33600,1,0.980328443877551,0.2702702702702703,0.0,-1,0
62720,33600,1,0.9766677295918368,0.2702702702702703,0.0,-1,0
64960,33600,1,0.9592697704081633,0.2702702702702703,0.0,-1,0
67200,33600,1,0.9398182397959184,0.2702702702702703,0.0,-1,0
69440,33600,1,0.9222161989795918,0.2702702702702703,0.0,-1,0
71680,33600,1,0.8629783163265307,0.2702702702702703,0.0,-1,0
73920,33600,1,0.952860331632653,0.2702702702702703,0.0,-1,0
76160,33600,1,0.7518207908163266,0.2702702702702703,0.0,-1,0
78400,33600,0,0.41763073979591836,0.2702702702702703,0.0,-1,0
80640,33600,0,0.5711383928571429,0.2702702702702703,0.0,-1,0
82880,33600,1,0.8480644132653061,0.26306306306306304,0.0,-1,0
85120,33600,1,0.9263297193877551,0.0,0.0,-1,-1
87360,33600,0,0.6138360969387755,0.0,0.0,-1,-1
89600,33600,1,0.7009693877551021,0.0,0.0,-1,-1
91840,33600,0,0.625031887755102,0.0,0.0,-1,-1
94080,33600,1,0.8597735969387755,0.0,0.0,-1,-1
96320,33600,1,0.8861575255102041,0.0,0.0,-1,-1
98560,33600,1,0.9768367346938776,0.0,0.0,-1,-1
100800,33600,1,0.9657525510204081,0.0,0.0,-1,-1
103040,33600,1,0.8169961734693878,0.0,0.0,-1,-1
105280,33600,0,0.31449936224489794,0.0,0.0,-1,-1
107520,33600,0,0.3031058673469388,0.0,0.0,-1,-1
109760,33600,0,0.3656696428571429,0.0,0.0,-1,-1
112000,33600,0,4.464285714285714e-05,0.0,0.0,-1,-1
114240,33600,0,8.290816326530613e-05,0.0,0.0,-1,-1
116480,33600,0,0.0,0.0,0.0,-1,-1
118720,33600,0,0.0,0.0,0.0,-1,-1
0,35840,0,2.8698979591836733e-05,0.0,0.0,-1,-1
2240,35840,0,3.50765306122449e-05,0.0,0.0,-1,-1
4480,35840,0,2.232142857142857e-05,0.0,0.0,-1,-1
6720,35840,0,2.5510204081632654e-05,0.0,0.0,-1,-1
8960,35840,0,0.00018494897959183673,0.0,0.0,-1,-1
11200,35840,0,0.0001211734693877551,0.0,0.0,-1,-1
13440,35840,0,0.1545376275510204,0.0,0.0,-1,-1
15680,35840,0,0.20869579081632653,0.0,0.0,-1,-1
17920,35840,0,0.053676658163265306,0.0,0.0,-1,-1
20160,35840,0,0.16066964285714286,0.0,0.0,-1,-1
22400,35840,0,0.4276020408163265,0.0,0.0,-1,-1
24640,35840,0,0.38901785714285714,0.0,0.0,-1,-1
26880,35840,0,0.08596938775510204,0.0,0.0,-1,-1
29120,35840,0,0.10990114795918367,0.0,0.0,-1,-1
31360,35840,0,0.3265880102040816,0.0,0.0,-1,-1
33600,35840,0,0.5744961734693877,0.0,0.0,-1,-1
35840,35840,0,0.48872448979591837,0.0,0.0,-1,-1
38080,35840,1,0.7485650510204082,0.0,0.0,-1,-1
40320,35840,0,0.27084502551020406,0.0,0.0,-1,-1
42560,35840,0,0.6822002551020409,0.0,0.0,-1,-1
44800,35840,1,0.7835809948979592,0.0,0.0,-1,-1
