x,y,p_BACK,p_NORM,p_DEB,p_TUM,p_ADI,p_MUC,p_MUS,p_STR,p_LYM,p_Cancer,p_Normal,p_Others,group_argmax,kather_topclass,in_roi,p_gland_virchow2,p_gland_uni2,p_gland_phikon-v2,p_gland_ensemble,pred_class_ensemble,gt_label,pred_label,cancer_mask,gt_class,pred_class,correct
77312,19456,3.0957982e-17,3.1736842e-09,3.4376252e-12,1.0,2.0597331000000001e-22,5.5036415e-15,2.306834e-16,4.436866e-15,5.888876e-12,1.0,3.1795733e-09,3.4431598e-12,Cancer,TUM,True,0.728362,0.9807288,0.9046505,0.8712471,gland,0,0,True,gland,gland,True
77824,19456,9.5267456e-15,5.283467e-06,3.019075e-11,0.99999475,5.532168199999999e-18,6.2901566e-11,4.79124e-13,8.985658e-11,1.0397493e-10,0.99999475,5.2835717e-06,9.3101846e-11,Cancer,TUM,True,0.9730365,0.9884919,0.966156,0.97589475,gland,0,0,True,gland,gland,True
78336,19456,1.9190229e-12,4.125671e-06,4.953409e-07,0.99999535,8.553059e-15,2.5851157e-09,1.1349657e-09,1.8616233e-09,9.37794e-12,0.99999535,4.1268154e-06,4.9792794e-07,Cancer,TUM,True,0.97262347,0.98187524,0.95695716,0.97048527,gland,0,0,True,gland,gland,True
78848,19456,2.0836055e-08,0.13204312,2.9903426e-06,0.86795354,1.2629446e-11,3.3093713e-07,8.0036316e-10,1.6431418e-08,2.3444398e-08,0.86795354,0.13204315,3.3421159e-06,Cancer,TUM,True,0.6171666,0.81405276,0.883236,0.7714851,gland,0,0,True,gland,gland,True
50176,14336,1.057678e-09,0.000364492,0.0001731531,0.99945146,2.1074605e-12,1.553436e-06,2.5684571e-06,6.6217603e-06,3.7066116e-08,0.9994581,0.00036709756,0.00017470759,Cancer,TUM,True,0.9888419,0.96641046,0.97344345,0.976232,gland,0,0,True,gland,gland,True
50688,14336,3.631795e-05,3.8907736e-05,0.0146927545,0.94775707,5.465526e-07,0.011358245,0.016006896,0.010098827,1.0445793e-05,0.9578559,0.016056797,0.026087318,Cancer,TUM,True,0.92709976,0.7567173,0.49285936,0.7255588,gland,0,0,True,gland,gland,True
51200,14336,2.5182639e-11,3.7079857e-07,2.5980253e-06,0.999997,1.128624e-15,5.799217e-09,5.720871e-10,5.2513918e-09,1.2794911e-08,0.999997,3.841656e-07,2.6038497e-06,Cancer,TUM,True,0.9941801,0.9916842,0.9832145,0.9896929,gland,0,0,True,gland,gland,True
51712,14336,1.2825239e-13,1.5137284e-11,1.6453461e-09,1.0,1.8891469999999997e-19,7.388874e-11,1.7128226e-16,7.826827e-13,1.1980282e-12,1.0,1.6335483e-11,1.7193631e-09,Cancer,TUM,True,0.9949397,0.9953181,0.9890131,0.99309033,gland,0,0,True,gland,gland,True
52224,14336,6.3416017e-12,1.5206236e-08,7.000704e-11,1.0,4.0367407e-18,3.8471155e-09,9.977214e-16,1.8470951e-13,3.6052204e-15,1.0,1.5206242e-08,3.923464e-09,Cancer,TUM,True,0.9968273,0.99719906,0.992062,0.99536276,gland,0,0,True,gland,gland,True
52736,14336,1.6127358e-15,2.7930842e-13,3.2971473e-12,1.0,1.1613046e-22,6.068863e-11,1.469082e-19,1.4948226e-16,1.05294335e-16,1.0,2.7941386e-13,6.3987385e-11,Cancer,TUM,True,0.99890125,0.99486035,0.9971551,0.99697226,gland,0,0,True,gland,gland,True
53248,14336,6.133763e-15,1.8190282e-12,3.1834583e-12,1.0,8.330363599999999e-23,2.3580497e-13,1.0090216e-20,1.9930056e-15,9.9702084e-17,1.0,1.819128e-12,3.4253971e-12,Cancer,TUM,True,0.9991573,0.9863631,0.99732697,0.9942824,gland,0,0,True,gland,gland,True
53760,14336,3.876346e-22,1.2893395e-10,1.0467628e-18,1.0,8.980233e-31,4.3752687e-14,3.1726856000000002e-24,3.4302963e-23,1.9359117e-25,1.0,1.2893395e-10,4.3753734e-14,Cancer,TUM,True,0.99992967,0.99979657,0.9992084,0.99964494,gland,0,0,True,gland,gland,True
54272,14336,1.467536e-19,1.10011026e-13,1.7070043000000001e-16,1.0,6.478576e-28,5.318297e-13,6.4238124e-23,1.347155e-18,7.9489110000000005e-25,1.0,1.10011026e-13,5.3200055e-13,Cancer,TUM,True,0.99804294,0.9989183,0.99736834,0.9981098,gland,0,0,True,gland,gland,True
54784,14336,3.655522e-13,3.383149e-08,5.994427e-12,1.0,3.5339873e-18,9.664824e-09,2.2426777e-15,2.869861e-16,3.484099e-18,1.0,3.3831494e-08,9.671184e-09,Cancer,TUM,True,0.99877447,0.99896777,0.99453074,0.9974243,gland,0,0,True,gland,gland,True
55296,14336,1.7834155e-13,3.1685715e-10,6.7869785e-09,1.0,2.0886965999999997e-18,1.4762513e-10,3.6113457e-15,2.4578048000000003e-16,6.204412e-14,1.0,3.169228e-10,6.934782e-09,Cancer,TUM,True,0.9685006,0.97903574,0.983597,0.9770444,gland,0,0,True,gland,gland,True
55808,14336,1.5389889e-15,1.3170968e-09,2.9994968e-14,1.0,7.976378000000001e-23,8.856578e-14,1.7273209e-19,8.8178975e-17,4.333437e-17,1.0,1.3170968e-09,1.2009973e-13,Cancer,TUM,True,0.99884856,0.9991573,0.9898303,0.9959454,gland,0,0,True,gland,gland,True
56320,14336,4.793111700000001e-16,3.0339373e-07,5.813157e-15,0.99999964,1.3885061e-21,4.0389502e-14,9.462313600000001e-17,2.976623e-15,1.9119357e-16,0.99999964,3.0339373e-07,4.668197e-14,Cancer,TUM,True,0.95695716,0.9635062,0.94417685,0.95488006,gland,0,0,True,gland,gland,True
56832,14336,9.1518034e-12,1.1253639e-05,7.184076e-11,0.9999888,1.5137643e-17,1.5168597e-10,4.6218387e-11,1.0487589e-08,8.02804e-13,0.9999888,1.1253686e-05,2.3267854e-10,Cancer,TUM,True,0.9763105,0.98445636,0.9606575,0.9738081,gland,0,0,True,gland,gland,True
57344,14336,6.569271e-15,1.3974103e-06,6.785386e-14,0.99999857,1.7856037e-22,4.8827807e-15,9.3788324e-15,7.8771966e-13,6.212148e-14,0.99999857,1.3974104e-06,7.9305906e-14,Cancer,TUM,True,0.95239735,0.93581736,0.97788346,0.9553661,gland,0,0,True,gland,gland,True
57856,14336,1.2268471e-12,0.00055951945,7.7194445e-11,0.9994405,5.0867125e-19,4.079172e-12,6.806794e-13,4.2940113e-11,5.704131e-12,0.9994405,0.00055951945,8.2500465e-11,Cancer,TUM,True,0.8727817,0.85096467,0.9046505,0.87613225,gland,0,0,True,gland,gland,True
58368,14336,1.488447e-12,5.581674e-10,1.613947e-09,1.0,2.4113517000000004e-16,2.9745942e-10,2.3916619e-11,1.09862314e-10,1.0986996e-12,1.0,5.8318295e-10,1.912895e-09,Cancer,TUM,True,0.23265865,0.83004373,0.78530854,0.6160037,gland,0,1,True,gland,non-gland,False
58880,14336,9.778583e-12,2.1440567e-06,2.1523094e-09,0.99999785,3.259386e-16,1.1525751e-10,1.7755165e-10,3.8333492e-10,2.4303142e-09,0.99999785,2.1466647e-06,2.2773456e-09,Cancer,TUM,True,0.58841616,0.73979855,0.74316794,0.69046086,gland,0,0,True,gland,gland,True
59392,14336,1.0268034e-10,1.0089697e-06,7.358596e-08,0.9999988,2.2334472e-14,6.3146814e-11,6.5208405e-10,3.2086784e-09,9.475985e-08,0.9999988,1.1043816e-06,7.3751785e-08,Cancer,TUM,True,0.13251457,0.4144396,0.51494914,0.35396776,non-gland,0,1,True,gland,non-gland,False
59904,14336,3.005047e-10,7.2610504e-07,6.467351e-07,0.99999845,9.0122175e-13,3.766461e-08,6.7199156e-11,1.6678602e-08,8.494976e-08,0.99999845,8.111229e-07,6.8470024e-07,Cancer,TUM,True,0.32466352,0.22337706,0.406862,0.31830084,non-gland,0,1,True,gland,non-gland,False
60416,14336,2.4444447e-13,9.769243e-07,2.4955924e-09,0.99999905,4.1653989999999995e-19,1.5780979e-10,4.1038962e-15,2.8717874e-11,6.163966e-12,0.99999905,9.769304e-07,2.6536466e-09,Cancer,TUM,True,0.3409239,0.6621414,0.63973606,0.54760045,gland,0,1,True,gland,non-gland,False
60928,14336,5.574156e-12,2.2730123e-07,2.8999955e-10,0.99999976,2.822168e-16,7.4942726e-11,7.789648e-14,7.832462e-15,4.2481776e-13,0.99999976,2.2730173e-07,3.7051642e-10,Cancer,TUM,True,0.18535663,0.7237002,0.6744794,0.52784544,gland,0,1,True,gland,non-gland,False
61440,14336,6.9476576e-14,4.4973195e-10,2.2390129e-13,1.0,2.60258e-18,3.6767835e-11,5.0373085e-13,5.2882705e-11,2.6536699e-17,1.0,4.502357e-10,3.7061212e-11,Cancer,TUM,True,0.75868946,0.98998636,0.70740473,0.81869346,gland,0,0,True,gland,gland,True
61952,14336,1.1198706e-14,7.252099e-11,1.5606885e-12,1.0,1.0844285e-18,4.9940226e-12,6.801232e-13,3.688983e-12,3.1486208e-16,1.0,7.3201424e-11,6.5659097e-12,Cancer,TUM,True,0.34356195,0.91964257,0.858244,0.7071495,gland,0,1,True,gland,non-gland,False
62464,14336,9.601254e-16,4.5605806e-12,5.1150954e-12,1.0,1.0784545e-19,1.2408258e-10,3.7820783e-13,2.298986e-11,2.6735633e-18,1.0,4.938791e-12,1.2919864e-10,Cancer,TUM,True,0.44480592,0.5012207,0.66017234,0.5353997,gland,0,1,True,gland,non-gland,False
62976,14336,8.7482416e-17,5.722553e-08,8.9740735e-15,1.0,3.014415e-21,2.4072183e-14,2.84664e-14,4.2420657e-13,1.01046365e-17,1.0,5.722556e-08,3.313374e-14,Cancer,TUM,True,0.77390057,0.85536855,0.86613256,0.8318005,gland,0,0,True,gland,gland,True
63488,14336,4.2157944e-15,9.469072e-07,1.6447145e-12,0.99999905,1.4145753e-19,9.440366e-14,4.5384165e-11,7.5689416e-10,7.681561e-12,0.99999905,9.4696026e-07,1.743334e-12,Cancer,TUM,True,0.7966091,0.9390248,0.9284088,0.88801426,gland,0,0,True,gland,gland,True
64000,14336,1.0671928e-14,5.5947535e-06,5.187218e-13,0.9999944,1.08696654e-16,1.0606328e-13,4.0697223e-10,1.1443103e-11,4.776281e-14,0.9999944,5.5951605e-06,6.3545696e-13,Cancer,TUM,True,0.97423947,0.9763105,0.8110782,0.9205427,gland,0,0,True,gland,gland,True
64512,14336,1.9994102000000002e-22,1.01062915e-10,8.214360000000001e-24,1.0,9.956976399999999e-33,4.1375483e-18,3.0748799000000002e-27,2.189611e-26,2.0318443e-27,1.0,1.01062915e-10,4.1377564e-18,Cancer,TUM,True,0.96021223,0.98951083,0.9791955,0.97630614,gland,0,0,True,gland,gland,True
65024,14336,2.823796e-15,5.5174617e-08,2.4128646e-13,1.0,4.2253630000000004e-22,8.816128e-14,9.076242e-18,1.1338959e-16,1.362382e-15,1.0,5.5174617e-08,3.3227154e-13,Cancer,TUM,True,0.97539,0.95695716,0.98657167,0.9729729,gland,0,0,True,gland,gland,True
65536,14336,1.0858316e-11,3.8021355e-09,9.534114e-09,1.0,3.6489510000000004e-18,4.5386828e-10,2.1811617e-15,8.5117425e-12,1.0402785e-10,1.0,3.9061656e-09,9.99884e-09,Cancer,TUM,True,0.9026955,0.8795612,0.97112906,0.9177952,gland,0,0,True,gland,gland,True
66048,14336,2.6340640000000002e-39,1.5164301e-15,8.677384000000001e-39,1.0,0.0,1.4774856e-32,1.7477725999999998e-37,6.6708089999999995e-34,3.1650731999999998e-37,1.0,1.5164301e-15,1.4774868e-32,Cancer,TUM,True,0.9658996,0.99469805,0.9908744,0.983824,gland,0,0,True,gland,gland,True
66560,14336,7.7674824e-22,8.310101e-11,3.6199e-21,1.0,2.6453266e-28,3.6667573e-17,2.0481861e-20,6.8430446e-23,2.7534342e-28,1.0,8.310101e-11,3.667197e-17,Cancer,TUM,True,0.99711037,0.9967269,0.99586606,0.9965677,gland,0,0,True,gland,gland,True
67072,14336,9.480823000000001e-23,3.917753e-12,3.994291e-20,1.0,5.880715e-31,1.1796585e-17,5.2919162e-21,5.634999e-21,2.455295e-22,1.0,3.917753e-12,1.1836623e-17,Cancer,TUM,True,0.9928786,0.99128854,0.993807,0.9926581,gland,0,0,True,gland,gland,True
67584,14336,1.9184093e-16,5.0201333e-08,6.483264e-16,1.0,3.4986201999999997e-23,1.1826059e-12,3.0343110000000004e-17,4.0877248e-17,1.4468114000000002e-22,1.0,5.0201333e-08,1.183446e-12,Cancer,TUM,True,0.9635062,0.994089,0.9591543,0.9722498,gland,0,0,True,gland,gland,True
68096,14336,1.5769321e-13,2.8935268e-05,8.184736e-09,0.99997103,4.1479597e-15,1.3289678e-11,3.231641e-08,2.3302302e-09,1.336619e-12,0.99997103,2.8967586e-05,8.1981835e-09,Cancer,TUM,True,0.9175984,0.888372,0.81047887,0.87214977,gland,0,0,True,gland,gland,True
68608,14336,1.0916772e-07,0.018637903,0.0015786792,0.2272166,4.768287e-07,4.6160517e-06,0.73669297,0.0152857695,0.0005828843,0.24250238,0.7559142,0.0015834045,Normal,MUS,True,0.9814534,0.9069832,0.9546474,0.9476946,gland,0,0,False,gland,gland,False
69120,14336,7.5703404e-08,2.7169535e-06,3.2999043e-07,0.99996924,3.7854413e-09,2.4468212e-05,3.0891379e-06,1.0364534e-07,2.2639043e-11,0.99996936,5.8098994e-06,2.4873907e-05,Cancer,TUM,True,0.95292586,0.96267307,0.98242307,0.9660073,gland,0,0,True,gland,gland,True
69632,14336,2.00299e-15,4.8209294e-09,1.1287658e-14,1.0,3.9250556e-18,1.368428e-09,1.1456094e-15,1.3511745e-18,1.4169485e-25,1.0,4.8209308e-09,1.3684414e-09,Cancer,TUM,True,0.97838473,0.9759464,0.97539,0.9765737,gland,0,0,True,gland,gland,True
70144,14336,1.4005239e-08,0.13359372,1.13392525e-05,0.85595673,3.2381586e-10,1.036593e-06,7.1463444e-05,0.01036258,3.1843738e-06,0.8663193,0.13366838,1.2389851e-05,Cancer,TUM,True,0.99469805,0.9728308,0.93045825,0.9659957,gland,0,0,True,gland,gland,True
70656,14336,2.8277738e-15,6.7921455e-09,2.7941005e-14,1.0,1.2952627e-21,2.531582e-15,5.067734e-16,1.4590336e-13,4.9598985e-11,1.0,6.841745e-09,3.330036e-14,Cancer,TUM,True,0.99346113,0.98201376,0.9830851,0.9861867,gland,0,0,True,gland,gland,True
71168,14336,1.29887535e-20,6.7261544e-12,2.0992703e-20,1.0,3.7704246e-28,1.02100176e-19,8.300622e-20,9.4092467e-20,1.1108381e-21,1.0,6.7261544e-12,1.3608163e-19,Cancer,TUM,True,0.9763105,0.8504686,0.9518632,0.92621416,gland,0,0,True,gland,gland,True
71680,14336,2.0260296e-14,3.0834828e-09,1.9595508e-13,1.0,1.6319715000000001e-21,4.2387494e-13,1.5773948999999999e-18,7.26525e-19,6.9405636e-20,1.0,3.0834828e-09,6.400903e-13,Cancer,TUM,True,0.9987356,0.99029154,0.9777139,0.9889137,gland,0,0,True,gland,gland,True
72192,14336,1.3570189e-11,2.1162727e-08,3.800315e-13,1.0,1.5060238e-16,1.38486896e-11,3.4649984e-11,1.5206475e-11,5.173702e-16,1.0,2.1197376e-08,2.779891e-11,Cancer,TUM,True,0.99969935,0.9964619,0.99128854,0.9958165,gland,0,0,True,gland,gland,True
72704,14336,1.9428196e-12,1.5362924e-09,4.219572e-11,1.0,4.636625999999999e-19,6.7109014e-13,4.240591e-14,5.602764e-13,7.0284893e-12,1.0,1.5433633e-09,4.480963e-11,Cancer,TUM,True,0.9942697,0.97838473,0.983343,0.9853325,gland,0,0,True,gland,gland,True
73216,14336,5.8609015e-14,1.8837875e-06,1.388082e-11,0.9999981,4.1015225e-18,1.2949215e-14,1.3242177e-13,4.489458e-11,2.0012576e-10,0.9999981,1.8839877e-06,1.3952378e-11,Cancer,TUM,True,0.9392481,0.96124375,0.9394706,0.94665414,gland,0,0,True,gland,gland,True
73728,14336,1.7220742e-15,3.5542356e-09,1.3613691e-11,1.0,4.0484546000000005e-21,1.8029438e-14,3.2956396e-15,3.8438618e-15,4.6066775e-13,1.0,3.5546996e-09,1.36334425e-11,Cancer,TUM,True,0.6760855,0.9511422,0.75201255,0.7930801,gland,0,0,True,gland,gland,True
74240,14336,1.8676798e-09,0.0030058674,5.2221213e-07,0.99699366,3.6278753e-12,4.3554525e-08,5.0941498e-11,2.7149788e-11,5.0042054e-10,0.99699366,0.0030058678,5.6763434e-07,Cancer,TUM,True,0.88759494,0.47134492,0.8193158,0.7260852,gland,0,0,True,gland,gland,True
50176,15360,6.8825723e-09,3.485248e-07,2.4744557e-05,1.6941174e-05,9.067792e-08,6.358741e-06,0.98295224,0.016998831,3.2461526e-07,0.017015772,0.98295295,3.111018e-05,Normal,MUS,True,0.96323055,0.9511422,0.8879841,0.9341189,gland,0,0,False,gland,gland,False
50688,15360,1.1999507e-17,2.3510707e-13,4.11978e-08,1.0,1.0548141000000001e-21,2.6698324e-11,5.7042227e-12,1.3027685e-12,9.45928e-18,1.0,5.9393393e-12,4.12245e-08,Cancer,TUM,True,0.7058864,0.7240906,0.9585377,0.7961715,gland,1,0,True,non-gland,gland,False
51200,15360,1.995171e-25,6.25685e-12,6.581494000000001e-23,1.0,1.8111317e-38,4.8824845e-17,4.19256e-30,6.59566e-26,1.4686117e-26,1.0,6.25685e-12,4.882491000000001e-17,Cancer,TUM,True,0.9877587,0.9888419,0.9957353,0.9907786,gland,0,0,True,gland,gland,True
51712,15360,2.5821822e-09,1.6534796e-07,6.1490574e-10,0.99993193,1.1412706e-14,6.7992536e-05,1.04233516e-13,1.0043379e-11,6.656458e-17,0.99993193,1.6534807e-07,6.799573e-05,Cancer,TUM,True,0.9975656,0.9928786,0.9883128,0.99291897,gland,0,0,True,gland,gland,True
52224,15360,8.477875e-09,1.9989689e-06,6.6817847e-06,0.99993694,7.014995e-14,9.582868e-08,1.4182759e-10,1.2857802e-07,5.412868e-05,0.99993706,5.612779e-05,6.786091e-06,Cancer,TUM,True,0.98934746,0.92683524,0.983343,0.96650857,gland,0,0,True,gland,gland,True
52736,15360,3.7771855e-10,7.9176266e-10,3.9757774e-06,0.9999933,1.9670664e-11,2.7884737e-06,6.7759194e-11,1.870405e-11,8.740216e-16,0.9999933,8.791934e-10,6.764629e-06,Cancer,TUM,True,0.99985576,0.99986446,0.99942076,0.99971366,gland,0,0,True,gland,gland,True
53248,15360,1.4695052e-08,2.951282e-07,7.248012e-06,0.99960357,7.5461344e-13,0.00038888867,1.8642765e-12,8.138005e-10,6.3536134e-12,0.99960357,2.951372e-07,0.0003961514,Cancer,TUM,True,0.99990976,0.9999453,0.9994023,0.99975246,gland,0,0,True,gland,gland,True
53760,15360,1.0930197e-21,6.9760413e-12,1.0318998e-17,1.0,3.8848144e-29,5.88713e-14,8.296273000000001e-23,3.102541e-22,6.052936e-25,1.0,6.9760413e-12,5.888162e-14,Cancer,TUM,True,0.9997998,0.999826,0.99732697,0.9989843,gland,0,0,True,gland,gland,True
54272,15360,1.9565887e-09,1.893413e-05,7.848096e-09,0.99998057,2.6643525e-15,4.4929521e-07,1.7569323e-12,3.0657213e-11,5.753235e-13,0.99998057,1.8934132e-05,4.590999e-07,Cancer,TUM,True,0.99963164,0.9995956,0.99903023,0.9994192,gland,0,0,True,gland,gland,True
54784,15360,2.1420608e-15,2.967065e-09,2.9847698e-12,1.0,8.202219e-22,1.08352737e-10,2.9067723e-15,4.1348272e-14,6.499412e-15,1.0,2.9670744e-09,1.11339646e-10,Cancer,TUM,True,0.99869555,0.9932025,0.99580115,0.99589974,gland,0,0,True,gland,gland,True
55296,15360,1.3918798e-13,1.2593069e-09,9.153041e-12,1.0,2.872778e-21,2.2043686e-12,1.0240453e-17,3.1632858e-15,6.099048e-14,1.0,1.2593678e-09,1.1496598e-11,Cancer,TUM,True,0.9993013,0.999089,0.99832565,0.99890536,gland,0,0,True,gland,gland,True
55808,15360,4.835086299999999e-19,5.2282603e-13,1.4849667e-17,1.0,7.136939000000001e-27,6.502544e-13,6.158905e-20,4.592059299999999e-18,1.136391e-22,1.0,5.228261e-13,6.502697e-13,Cancer,TUM,True,0.99724233,0.9976769,0.98571813,0.99354583,gland,0,0,True,gland,gland,True
56320,15360,2.350141e-18,2.3363862e-09,1.5274495e-11,1.0,1.9582087e-25,5.3287194e-15,9.60376e-13,1.6300572e-11,9.0441184e-14,1.0,2.337437e-09,1.5279826e-11,Cancer,TUM,True,0.99942964,0.99553156,0.99486035,0.99660724,gland,0,0,True,gland,gland,True
56832,15360,1.8133237e-15,2.5537739e-08,2.0765435000000001e-16,1.0,1.2641499e-26,2.342096e-10,5.5955399999999995e-22,1.9966486e-17,1.7501002e-23,1.0,2.5537739e-08,2.3421162e-10,Cancer,TUM,True,0.9830851,0.99029154,0.98173577,0.9850375,gland,0,0,True,gland,gland,True
57344,15360,1.271595e-16,2.560238e-14,1.679443e-13,1.0,4.0601230000000004e-25,1.7671701e-12,3.3306635000000003e-21,2.5451525e-19,4.0394880000000004e-23,1.0,2.5602384e-14,1.9352415e-12,Cancer,TUM,True,0.9840936,0.99242276,0.9871788,0.98789835,gland,0,0,True,gland,gland,True
57856,15360,3.5530194e-13,4.5642637e-06,2.0862297e-15,0.99999547,2.7754425e-19,2.605846e-11,4.986365400000001e-16,3.0053515e-15,2.3944175999999997e-18,0.99999547,4.5642637e-06,2.6415847e-11,Cancer,TUM,True,0.9012275,0.97134733,0.93674946,0.9364414,gland,0,0,True,gland,gland,True
58368,15360,4.637721e-12,1.20045e-09,9.842449e-08,0.9999999,2.4120507000000003e-16,2.999521e-09,1.4105038e-10,1.5544588e-08,3.734301e-14,0.9999999,1.3415379e-09,1.01428654e-07,Cancer,TUM,True,0.6329566,0.8899121,0.7291342,0.75066763,gland,0,0,True,gland,gland,True
58880,15360,4.206557e-17,1.1984532e-12,8.672667e-13,1.0,1.2203369e-23,7.703132e-13,6.130846999999999e-20,3.5909012e-17,2.5215123e-21,1.0,1.1984533e-12,1.6376219e-12,Cancer,TUM,True,0.7077583,0.87831426,0.8705973,0.8188899,gland,0,0,True,gland,gland,True
59392,15360,1.3739573e-16,9.055153e-09,4.8602164e-12,1.0,8.462113999999999e-19,2.7271323e-14,3.7053364e-12,9.867082e-14,3.239291e-14,1.0,9.0588905e-09,4.887625e-12,Cancer,TUM,True,0.64467263,0.62406445,0.80069196,0.6898096,gland,0,0,True,gland,gland,True
59904,15360,3.465692e-12,1.0373079e-08,3.074222e-06,0.99999654,3.5990914e-16,5.8864363e-10,2.7004883e-09,1.7285483e-07,1.998271e-07,0.9999967,2.1290066e-07,3.074814e-06,Cancer,TUM,True,0.24526575,0.6992544,0.38398772,0.44283596,non-gland,0,1,True,gland,non-gland,False
60416,15360,1.0099233e-06,1.4326004e-06,0.19372152,0.80622995,4.430423e-09,5.1602815e-06,1.1299218e-06,3.1441108e-05,8.380438e-06,0.80626136,1.094739e-05,0.19372769,Cancer,TUM,True,0.8047131,0.84389514,0.49987793,0.716162,gland,0,0,True,gland,gland,True
60928,15360,1.2354873e-11,5.2416334e-07,2.4993033e-10,0.9999995,5.914642e-15,5.9082533e-10,1.0672487e-11,7.810904e-11,4.90005e-13,0.9999995,5.2417454e-07,8.531105e-10,Cancer,TUM,True,0.87191176,0.97023994,0.87663436,0.906262,gland,0,0,True,gland,gland,True
61440,15360,4.5653534e-14,8.9494904e-08,4.2726686e-10,0.9999999,1.4707318e-17,3.4001749e-12,4.615406e-11,1.3852129e-10,5.6961904e-11,0.9999999,8.9598025e-08,4.307127e-10,Cancer,TUM,True,0.6584175,0.9036349,0.91117966,0.82441074,gland,0,0,True,gland,gland,True
61952,15360,9.008503e-24,4.9770556e-13,4.495633e-20,1.0,1.43016575e-33,1.109053e-18,3.5166170000000004e-23,9.14126e-24,2.6729917e-26,1.0,4.9770556e-13,1.1540183e-18,Cancer,TUM,True,0.43590152,0.938576,0.9190633,0.7645137,gland,0,1,True,gland,non-gland,False
62464,15360,2.7272884e-14,7.3260407e-09,4.1073558e-10,1.0,8.021763999999999e-20,4.742957e-13,8.361575e-13,2.6118376e-12,7.6736684e-10,1.0,8.0942435e-09,4.1123716e-10,Cancer,TUM,True,0.5774954,0.88161486,0.8723474,0.77715254,gland,0,0,True,gland,gland,True
62976,15360,1.8741413e-12,3.464878e-08,1.906351e-08,1.0,7.68172e-18,1.0840571e-09,1.6041351e-13,5.819977e-13,1.6132234e-13,1.0,3.46491e-08,2.0149441e-08,Cancer,TUM,True,0.97719735,0.9853843,0.971564,0.97804856,gland,0,0,True,gland,gland,True
63488,15360,4.430015e-10,6.3768226e-07,5.482851e-07,0.9999933,1.9137747e-11,1.1971336e-07,4.8206884e-06,5.975943e-07,1.28093725e-11,0.9999939,5.4584025e-06,6.6844143e-07,Cancer,TUM,True,0.97903574,0.938124,0.95695716,0.958039,gland,0,0,True,gland,gland,True
64000,15360,1.6170326e-15,0.002843576,1.2294235e-14,0.9971564,1.1051197e-17,1.6280648e-12,2.9471703e-10,1.4321936e-11,2.853263e-16,0.9971564,0.0028435763,1.641976e-12,Cancer,TUM,True,0.8134608,0.94208187,0.8344069,0.86331654,gland,0,0,True,gland,gland,True
64512,15360,3.3235484e-18,4.3514774e-09,6.3390764e-15,1.0,7.145242e-21,4.2027276e-15,1.003725e-10,9.481252e-13,3.2810602e-17,1.0,4.45185e-09,1.0545128e-14,Cancer,TUM,True,0.97324073,0.9891816,0.97068775,0.9777034,gland,0,0,True,gland,gland,True
65024,15360,2.4101554e-13,4.8665685e-09,4.6156814e-14,1.0,3.0578308000000005e-16,1.7616233e-09,1.3057594e-11,3.3278892e-13,2.1005759999999998e-20,1.0,4.8796265e-09,1.7619105e-09,Cancer,TUM,True,0.9610981,0.9884919,0.96095175,0.9701806,gland,0,0,True,gland,gland,True
65536,15360,2.7470248e-20,2.3149345e-09,2.7454023999999998e-19,1.0,3.034469e-27,4.802246e-16,1.3917866e-17,8.983920999999999e-19,1.08138126e-23,1.0,2.3149345e-09,4.805266e-16,Cancer,TUM,True,0.7693836,0.97324073,0.85919183,0.8672721,gland,0,0,True,gland,gland,True
66048,15360,4.7001726e-16,5.603926e-10,6.0340655e-14,1.0,2.0544273e-23,7.6919623e-16,9.767521e-18,6.139864e-18,5.14062e-13,1.0,5.609067e-10,6.1579864e-14,Cancer,TUM,True,0.94122344,0.9750122,0.9492946,0.9551768,gland,0,0,True,gland,gland,True
66560,15360,7.603195e-22,8.530481e-16,5.3873744000000003e-17,1.0,1.3803594e-26,8.978376e-14,2.4376536e-17,7.786970000000001e-23,5.161874e-31,1.0,8.774246500000001e-16,8.983763e-14,Cancer,TUM,True,0.99893504,0.9992792,0.997065,0.99842644,gland,0,0,True,gland,gland,True
67072,15360,1.5379462e-20,9.368799e-11,6.1513776e-17,1.0,1.2021489999999999e-26,1.3683196e-15,4.9668429999999996e-20,1.3035641e-23,1.2180089000000001e-27,1.0,9.368799e-11,1.4298487e-15,Cancer,TUM,True,0.9943581,0.9988121,0.99687636,0.99668217,gland,0,0,True,gland,gland,True
67584,15360,1.5340792e-07,0.8617614,0.0002601636,0.113083884,1.1265191e-07,3.984206e-05,0.003609055,0.021215921,2.9558421e-05,0.1342998,0.86540014,0.00030015907,Normal,NORM,True,0.9600627,0.9623913,0.8524448,0.9249663,gland,0,0,False,gland,gland,False
68096,15360,5.2845163e-08,0.00056367886,2.2670106e-06,0.9994259,7.0365e-11,6.638277e-06,2.3808043e-07,1.1804077e-06,8.933331e-10,0.9994271,0.00056391786,8.958133e-06,Cancer,TUM,True,0.86060363,0.87621135,0.7898827,0.8422325,gland,0,0,True,gland,gland,True
68608,15360,1.4846321e-10,3.298632e-08,1.2833591e-08,1.0,1.5567981e-14,5.7428e-09,2.4737924e-11,4.1850625e-09,8.569927e-13,1.0,3.301193e-08,1.8724855e-08,Cancer,TUM,True,0.8152325,0.52061814,0.7981868,0.71134585,gland,0,0,True,gland,gland,True
