file,p_Adenocarcinoma_high_grade,p_Adenocarcinoma_low_grade,p_Adenoma_high_grade,p_Adenoma_low_grade,p_Fat,p_Hyperplastic_polyp,p_Inflammation,p_Mucus,p_Muscle,p_Necrosis,p_Sessile_serrated_lesion,p_Stroma_healthy,p_Vessels
slide_0024__patch_0286761.png,0.99900645,0.00014979579,3.9266903e-05,1.9854078e-05,5.834142e-05,3.0320547e-05,0.0002824953,2.394713e-05,0.000109205976,0.00023603634,7.903728e-06,1.2610119e-05,2.382521e-05
slide_0024__patch_0299121.png,0.9995371,0.00015458235,1.4766614e-05,6.16854e-06,3.155325e-05,1.16702395e-05,3.495846e-05,1.5017675e-05,7.549889e-05,6.0305698e-05,7.453662e-06,1.778176e-05,3.3191598e-05
slide_0024__patch_0325072.png,0.9994166,0.00025309177,2.2979104e-05,4.6400583e-06,5.799628e-05,1.8771316e-05,7.022732e-05,1.276562e-05,6.0422186e-05,3.0804324e-05,8.9624145e-06,1.2820839e-05,2.9977058e-05
slide_0024__patch_0379324.png,0.9991756,0.0003106117,1.171264e-05,3.2755577e-06,0.0001343707,1.7963208e-05,3.1532003e-05,1.3404592e-05,0.00014333003,5.8831396e-05,8.408146e-06,2.7430619e-05,6.3433494e-05
slide_0024__patch_0399407.png,0.99943465,5.221281e-05,4.3629138e-05,1.4789071e-05,6.0197184e-05,1.5990418e-05,0.00019437616,1.7508975e-05,5.644964e-05,3.4422796e-05,1.0854269e-05,2.1568947e-05,4.3177548e-05
slide_0024__patch_0411590.png,0.999556,0.000100292265,1.7293183e-05,1.0593172e-05,4.39363e-05,1.5273177e-05,6.341354e-05,1.8136483e-05,9.42209e-05,4.0162173e-05,7.2041908e-06,9.923227e-06,2.3469682e-05
slide_0024__patch_0442686.png,0.99935037,0.00011968072,3.3821598e-05,1.0556294e-05,7.742527e-05,2.4380302e-05,5.7258785e-05,1.7847748e-05,0.00011551116,9.702324e-05,3.2505817e-05,9.725656e-06,5.3905864e-05
slide_0024__patch_0456078.png,0.9994299,0.00011131967,2.9764718e-05,6.9417392e-06,4.3084303e-05,2.6188756e-05,0.00016042817,1.2835447e-05,4.8196525e-05,5.224025e-05,1.9833666e-05,2.0554733e-05,3.8632268e-05
slide_0024__patch_0476780.png,0.99957997,8.1615544e-05,2.5838232e-05,6.5670524e-06,4.6387973e-05,1.1825938e-05,6.2368104e-05,1.6418344e-05,6.94301e-05,4.5584293e-05,5.704944e-06,1.5985437e-05,3.229292e-05
slide_0024__patch_0478407.png,0.9993358,0.00015013728,2.300369e-05,5.0866647e-06,4.0265644e-05,3.1583593e-05,0.00016358272,1.6332138e-05,2.4555116e-05,0.00011067241,1.5336613e-05,3.070962e-05,5.2895444e-05
slide_0024__patch_0499750.png,0.9994361,8.8550354e-05,8.406232e-06,5.6362387e-06,0.000103239436,2.0728305e-05,3.2663957e-05,1.8085568e-05,0.00013592458,8.05378e-05,1.3624468e-05,1.9496913e-05,3.6970705e-05
slide_0024__patch_0554699.png,0.9995995,8.849104e-05,1.7204577e-05,5.229804e-06,5.0177332e-05,2.2005726e-05,4.9419195e-05,1.4135577e-05,5.824065e-05,3.1650732e-05,1.5430793e-05,1.9131436e-05,2.9292585e-05
slide_0024__patch_0559916.png,0.99754214,0.0010688503,0.0004784217,3.2334254e-05,2.3628216e-05,1.6516577e-05,0.00035704754,2.3869217e-05,2.0292287e-05,0.00039378446,1.37472325e-05,1.1643071e-05,1.7750805e-05
slide_0024__patch_0561120.png,0.9991184,5.439053e-05,2.1461432e-05,1.0616866e-05,0.00014198168,2.164899e-05,0.00016698064,1.6754699e-05,0.00013534904,3.1586027e-05,9.054909e-06,7.905508e-05,0.00019281793
slide_0024__patch_0573667.png,0.9993755,0.0002426659,3.814717e-05,6.3006883e-06,5.3561263e-05,9.44288e-06,5.356285e-05,1.5970058e-05,0.00011909634,2.1306783e-05,1.1057325e-05,1.1432402e-05,4.1823532e-05
slide_0024__patch_0582252.png,0.9993561,0.00020324178,4.1266267e-05,6.3247735e-06,6.209819e-05,1.4639716e-05,0.000120078,2.2086662e-05,9.672613e-05,2.333228e-05,6.3691296e-06,1.0594446e-05,3.710295e-05
slide_0024__patch_0593803.png,0.99864656,0.00015869873,0.00037683707,2.8450948e-05,6.5942826e-05,2.0822104e-05,0.00035442383,2.3405095e-05,3.3982775e-05,0.00023722657,1.6518079e-05,1.478168e-05,2.2502601e-05
slide_0024__patch_0601748.png,0.9994824,0.00011582715,3.2332788e-05,5.958862e-06,5.8287667e-05,1.423596e-05,0.000104182865,1.5425618e-05,8.134006e-05,2.8814287e-05,1.4280956e-05,1.0593816e-05,3.6147794e-05
slide_0024__patch_0606282.png,0.99954945,8.436143e-05,2.4961177e-05,9.792787e-06,4.3516047e-05,1.3350387e-05,7.680977e-05,1.927767e-05,0.000108654654,2.3915401e-05,7.2880766e-06,1.0927904e-05,2.777176e-05
slide_0024__patch_0700477.png,0.9995047,0.00017920633,4.6564735e-05,4.7151225e-06,4.6339777e-05,1.2327312e-05,5.6665194e-05,1.2674959e-05,5.5276425e-05,2.493962e-05,1.29366645e-05,1.1217597e-05,3.246334e-05
slide_0024__patch_0729572.png,0.99946624,0.00010682105,2.823073e-05,8.708113e-06,6.000529e-05,9.43129e-06,0.000102539794,2.1602236e-05,0.00012712198,2.1650518e-05,9.554948e-06,8.976204e-06,2.9072144e-05
slide_0024__patch_0738367.png,0.99950886,8.1382175e-05,1.8163493e-05,7.483993e-06,0.00010230768,1.794115e-05,7.120436e-05,1.7807153e-05,4.7674366e-05,3.2592023e-05,6.154645e-06,1.9944397e-05,6.8403264e-05
slide_0024__patch_0746832.png,0.99937016,0.00027507887,3.9269737e-05,4.543929e-06,9.081059e-05,1.6161996e-05,2.7523804e-05,1.1498615e-05,6.3067535e-05,2.8650758e-05,1.8788156e-05,2.5477651e-05,2.8984421e-05
slide_0024__patch_0780337.png,0.9993697,0.00015111617,1.3491115e-05,2.581586e-06,9.594396e-05,1.8553876e-05,4.8198952e-05,1.4292983e-05,0.00017106012,5.054556e-05,9.8841765e-06,2.194771e-05,3.275377e-05
slide_0024__patch_0811654.png,0.99953055,0.00014676181,2.0400268e-05,7.780933e-06,3.1566768e-05,1.4673556e-05,6.811552e-05,1.85655e-05,7.84961e-05,4.323967e-05,1.0013064e-05,7.854631e-06,2.198122e-05
slide_0024__patch_0882928.png,0.99950063,0.00010705756,3.448444e-05,8.506845e-06,4.489794e-05,1.0602216e-05,0.00013473307,1.683623e-05,7.087405e-05,1.6523285e-05,1.1358604e-05,1.1099039e-05,3.2343833e-05
slide_0024__patch_0972179.png,0.9994716,0.00012516172,4.0610852e-05,1.4727436e-05,2.4153627e-05,2.4972993e-05,6.110492e-05,1.8438444e-05,7.317026e-05,9.222186e-05,9.792696e-06,8.752511e-06,3.5356617e-05
slide_0024__patch_0973961.png,0.99925023,7.468601e-05,1.7818289e-05,6.767867e-06,0.00012017584,1.8049264e-05,0.00026102384,1.8117296e-05,0.00010286647,2.7899743e-05,8.399957e-06,2.4725867e-05,6.9231086e-05
slide_0024__patch_1014260.png,0.99940383,0.00020933693,1.8802735e-05,3.158308e-06,8.1974154e-05,1.5589429e-05,5.760698e-05,1.3571676e-05,6.560347e-05,5.9884587e-05,7.1794607e-06,1.5477228e-05,4.7892776e-05
slide_0024__patch_1016024.png,0.99943763,0.00020017508,2.5389238e-05,4.9447654e-06,9.612395e-05,8.437907e-06,5.2491956e-05,1.2688996e-05,8.4635474e-05,1.979359e-05,7.5885164e-06,1.4576462e-05,3.561759e-05
slide_0032__patch_0088519.png,0.99326515,0.0057181194,0.000521255,2.7825568e-05,2.8992294e-05,3.2467287e-05,0.0001690953,4.2866428e-05,4.1175637e-05,8.508414e-05,2.452138e-06,4.8616526e-05,1.6819553e-05
slide_0032__patch_0173827.png,0.9967956,0.002184585,0.0006608839,3.2713582e-05,2.3635339e-05,1.8955538e-05,0.00011106046,3.0381676e-05,4.9704373e-05,3.948793e-05,2.208627e-06,3.521645e-05,1.554569e-05
slide_0032__patch_0205790.png,0.9958126,0.0018766331,0.001660019,0.00016539053,3.353684e-05,1.5100014e-05,0.00018848623,5.9457067e-05,6.8659996e-05,7.495133e-05,3.0663646e-06,2.2704911e-05,1.9535542e-05
slide_0032__patch_0345474.png,0.9976926,0.0013434398,0.0005893033,2.5174593e-05,3.1041443e-05,1.7459683e-05,0.00014596786,2.8266793e-05,4.337022e-05,3.8174418e-05,2.3217958e-06,2.7636836e-05,1.518879e-05
slide_0032__patch_0516461.png,0.9975852,0.001191579,0.0007200657,4.3156666e-05,3.0507692e-05,2.8159226e-05,0.00021416515,4.8192516e-05,5.9326896e-05,3.1653595e-05,2.0503323e-06,2.7320018e-05,1.8610708e-05
slide_0032__patch_0541012.png,0.9948318,0.0036225587,9.929123e-05,1.9617366e-05,6.109693e-05,3.6412603e-05,0.0008682991,3.7884678e-05,3.5752106e-05,0.00032099045,4.0656982e-06,5.1100465e-05,1.1106636e-05
slide_0032__patch_0548789.png,0.99750096,0.0019493628,0.0001236787,1.6949858e-05,2.7126434e-05,2.37662e-05,0.00016919455,2.673513e-05,4.6639834e-05,5.6105517e-05,1.6017904e-06,4.2888438e-05,1.5077916e-05
slide_0032__patch_0558042.png,0.99198544,0.0067219515,0.0002914951,2.2330818e-05,4.0221927e-05,3.5486995e-05,0.00046906268,4.073873e-05,2.2188162e-05,0.00031570057,5.7151756e-06,2.4991232e-05,2.4554343e-05
slide_0035__patch_0081915.png,0.9820108,0.008253693,0.00011765195,1.4868068e-05,5.907703e-05,7.728234e-05,0.002391656,0.000110380526,5.632849e-05,0.0067696725,7.989658e-06,7.4826145e-05,5.591338e-05
slide_0035__patch_0088248.png,0.99944645,0.00017349605,1.6059255e-05,1.1790183e-05,6.83237e-05,1.476571e-05,6.644954e-05,1.48173685e-05,5.051802e-05,4.560864e-05,2.1211029e-06,5.7601308e-05,3.204641e-05
slide_0035__patch_0214510.png,0.975387,0.019376863,0.0002387542,7.27086e-06,7.1008966e-05,6.041535e-05,0.00016343007,5.6679353e-05,4.7478567e-05,0.004382877,1.3932379e-05,7.5666765e-05,0.00011864215
slide_0035__patch_0243975.png,0.9994728,0.00020346101,1.5727157e-05,7.683527e-06,4.7066005e-05,1.2553848e-05,5.3333788e-05,1.1158619e-05,5.0822047e-05,4.2586125e-05,1.9772617e-06,4.46089e-05,3.622917e-05
slide_0035__patch_0408385.png,0.9991967,0.00042472637,1.969735e-05,1.1079201e-05,4.132569e-05,2.0031635e-05,8.7889646e-05,2.4668698e-05,3.3261083e-05,8.036477e-05,2.6534526e-06,4.070234e-05,1.6958056e-05
slide_0035__patch_0429788.png,0.9991222,0.0005481903,2.5044816e-05,5.7874154e-06,3.4373526e-05,1.0492796e-05,6.2258805e-05,1.405065e-05,3.8449816e-05,8.714564e-05,2.091534e-06,2.2436887e-05,2.7434437e-05
slide_0035__patch_0599196.png,0.9989477,0.0006649411,1.936426e-05,5.6094987e-06,4.2885153e-05,1.7480845e-05,5.72942e-05,1.6472555e-05,3.5523182e-05,9.657104e-05,2.5987442e-06,4.5683624e-05,4.7849735e-05
slide_0035__patch_0604935.png,0.99790835,0.001360468,3.9664454e-05,6.904372e-06,3.437596e-05,2.4255438e-05,0.0003375532,3.119275e-05,2.846863e-05,0.00014995871,2.753503e-06,5.9340677e-05,1.6741193e-05
slide_0035__patch_0715506.png,0.9961125,0.0025975346,4.8587124e-05,6.6230114e-06,3.657883e-05,3.5989826e-05,0.0003691904,6.919637e-05,3.9889037e-05,0.00060934725,3.4146387e-06,4.774388e-05,2.338401e-05
slide_0035__patch_0720475.png,0.998485,0.0009188992,2.3332208e-05,6.7178553e-06,0.000113326954,3.9898754e-05,0.00017063363,3.081805e-05,3.61826e-05,0.00010682044,2.6588198e-06,4.8945996e-05,1.6809805e-05
slide_0035__patch_0729181.png,0.99667776,0.0027986418,6.4663975e-05,6.5226313e-06,3.4753957e-05,1.7797436e-05,6.118013e-05,2.430103e-05,3.849441e-05,0.00019931831,2.6212242e-06,3.467596e-05,3.9228908e-05
slide_0035__patch_0774155.png,0.9974458,0.0018324757,4.3048003e-05,3.1091129e-06,5.18867e-05,2.4545845e-05,0.0001175601,2.80642e-05,3.9979965e-05,0.0003482271,4.648537e-06,2.6869013e-05,3.3802335e-05
slide_0035__patch_0834970.png,0.99920255,0.00039534224,1.2497137e-05,5.39622e-06,7.8029094e-05,1.9944826e-05,4.9208338e-05,1.5499618e-05,5.3417232e-05,8.0092774e-05,2.9237183e-06,3.4907283e-05,5.028869e-05
slide_0035__patch_0839380.png,0.999374,0.000307111,1.4516908e-05,7.228953e-06,5.485928e-05,1.4254058e-05,3.9159e-05,1.5241705e-05,4.5725003e-05,5.5788696e-05,3.8393487e-06,2.9523408e-05,3.879739e-05
slide_0035__patch_1020468.png,0.9994248,0.00021044565,1.2436149e-05,1.0774646e-05,5.1834984e-05,1.4075026e-05,5.38246e-05,1.745304e-05,5.03483e-05,7.990092e-05,2.3214793e-06,3.13164e-05,4.0428455e-05
slide_0041__patch_0046021.png,0.97837937,0.020220984,0.00016594848,1.1227088e-05,0.00013188717,7.019159e-05,0.00033109682,2.7242919e-05,3.415001e-05,0.00047304426,4.5552133e-05,6.0646544e-05,4.8633883e-05
slide_0041__patch_0067699.png,0.99263483,0.006391359,4.3186505e-05,1.5457932e-05,0.00012817001,5.655506e-05,0.00041948448,2.1338192e-05,4.126536e-05,0.00013593001,8.391646e-06,7.533857e-05,2.8585371e-05
slide_0041__patch_0091759.png,0.99654645,0.0014345738,2.3557159e-05,7.974366e-06,0.0001339259,3.901906e-05,0.0014418329,2.9036657e-05,4.075381e-05,0.0002398073,1.5064995e-05,2.8574059e-05,1.9472494e-05
slide_0041__patch_0191243.png,0.98513085,0.0141207585,0.00015119887,8.669692e-06,8.407117e-05,4.695439e-05,0.00017409027,2.1574922e-05,2.7918159e-05,0.00015839553,2.775974e-05,2.8236289e-05,1.9494104e-05
slide_0041__patch_0281627.png,0.9963554,0.002264623,4.4200347e-05,1.4720241e-05,7.0963804e-05,3.8858674e-05,0.001054965,2.2938822e-05,2.375492e-05,4.032394e-05,6.8616723e-06,2.7164413e-05,3.517757e-05
slide_0041__patch_0315492.png,0.9974953,0.0016671757,3.1604202e-05,1.4626888e-05,5.266275e-05,2.6806256e-05,5.649931e-05,2.4527102e-05,5.0250714e-05,0.0005225038,2.2050752e-05,1.3542284e-05,2.2513688e-05
slide_0041__patch_0395417.png,0.0018946297,0.0015765446,0.00010637176,7.9676676e-05,0.00031061834,0.00028238754,0.9887349,0.00013839941,6.6311295e-05,0.0066382415,4.766222e-05,8.886542e-05,3.527164e-05
slide_0041__patch_0451120.png,0.98499763,0.014159576,0.00013921206,8.860954e-06,0.000108226624,6.272093e-05,0.00029022532,2.468553e-05,2.4054914e-05,0.00011406018,1.4602919e-05,3.3818207e-05,2.2354454e-05
slide_0041__patch_0498878.png,0.66986203,0.32655,0.0017292533,1.5548585e-05,0.0006131902,7.938763e-05,0.00023815689,3.866949e-05,9.54019e-05,0.00029435137,9.88062e-05,0.00027388564,0.000111232206
slide_0041__patch_0518047.png,0.99454415,0.0035908634,2.557242e-05,1.5199205e-05,0.00024062584,3.9755458e-05,0.0008985039,3.637875e-05,6.820405e-05,0.00048235332,1.5108664e-05,2.8145523e-05,1.506323e-05
slide_0041__patch_0532465.png,0.9963601,0.0020814054,1.8144752e-05,1.5981397e-05,9.422531e-05,8.215844e-05,0.00045207792,4.3011278e-05,7.075108e-05,0.0007077666,1.9284289e-05,1.9695417e-05,3.535441e-05
slide_0041__patch_0603848.png,0.6041213,0.38979033,0.0043616258,3.5234785e-05,0.00019210287,0.00022309659,0.00042059887,4.403504e-05,4.336243e-05,0.00039888645,5.0389357e-05,0.00019236798,0.00012664525
slide_0041__patch_0624424.png,0.9985721,0.0008698515,2.2882545e-05,5.25189e-06,6.5301734e-05,4.1250103e-05,0.00024379854,1.3047572e-05,2.3226607e-05,9.042699e-05,1.4439564e-05,2.1639691e-05,1.6744309e-05
slide_0041__patch_0659886.png,0.96842366,0.0030242999,4.551654e-05,6.492301e-05,0.0003648778,0.00019832933,0.023612393,9.103078e-05,0.001241346,0.0025279974,2.88495e-05,0.00026761377,0.00010905966
slide_0041__patch_0671983.png,0.9902548,0.0024533186,4.0965315e-05,2.072079e-05,0.00016240215,0.00010316157,0.0060718823,5.543675e-05,4.771437e-05,0.0005185934,1.3529724e-05,8.345774e-05,0.00017395015
slide_0041__patch_0719218.png,0.6629526,0.027766494,0.00058269984,0.00018006764,0.0007394589,0.00059710274,0.30542985,0.00035540058,0.00013039174,0.00081762945,9.4234885e-05,0.00022003723,0.00013397643
slide_0041__patch_0752039.png,0.9842563,0.014944602,0.00014246223,1.3046982e-05,7.532274e-05,4.626849e-05,5.80115e-05,1.8303148e-05,5.1380935e-05,0.0002889989,3.4974288e-05,2.8179116e-05,4.210027e-05
slide_0041__patch_0857230.png,0.96710366,0.013079859,0.00012248488,2.8142817e-05,0.00016798459,0.00040363174,0.014778161,0.0001261306,8.031023e-05,0.0038838733,7.799183e-05,8.918676e-05,5.8538204e-05
slide_0041__patch_0862406.png,0.2233201,0.028355021,0.0005483647,7.436591e-05,0.0010142198,0.000547812,0.7340664,0.00024546662,0.00018949369,0.01112043,7.578479e-05,0.00034065126,0.000101857106
slide_0041__patch_0937796.png,0.9983882,0.0012239595,1.9429795e-05,6.490377e-06,6.171979e-05,2.5328303e-05,5.9865157e-05,1.4034744e-05,4.3816715e-05,0.00010430299,1.4474469e-05,1.482513e-05,2.3649272e-05
slide_0055__patch_0015790.png,0.9967776,0.002186775,1.7887638e-05,8.600084e-06,0.00012117085,5.2648502e-05,3.198267e-05,1.7924387e-05,5.5549488e-05,0.0005388733,5.085286e-05,7.9506564e-05,6.057725e-05
slide_0055__patch_0101024.png,0.99802125,0.0016616841,3.5352106e-05,4.5101283e-06,5.276016e-05,1.6472917e-05,3.8260816e-05,1.0308684e-05,3.4068515e-05,7.222602e-05,1.2674325e-05,1.84182e-05,2.2087326e-05
slide_0055__patch_0232281.png,0.9958748,0.0037351358,0.00010133495,8.114728e-06,2.3089917e-05,2.155312e-05,6.024137e-05,1.6515758e-05,2.6329433e-05,7.7156285e-05,1.5132848e-05,1.8275263e-05,2.2402042e-05
slide_0055__patch_0269183.png,0.99409497,0.0020519777,3.1707525e-05,2.2637041e-05,7.469472e-05,7.982713e-05,8.496848e-05,3.5614285e-05,5.413028e-05,0.003268341,8.1889855e-05,7.80466e-05,4.1095285e-05
slide_0055__patch_0435164.png,0.99773055,0.0018067857,1.8086743e-05,1.1203516e-05,8.9340756e-05,3.121231e-05,4.751581e-05,1.6030033e-05,4.4547327e-05,0.00011092529,2.5840352e-05,2.4342873e-05,4.3456123e-05
slide_0055__patch_0604440.png,0.9985629,0.0011054553,3.0819338e-05,1.2961505e-05,7.622166e-05,1.4378076e-05,2.1821175e-05,9.400309e-06,4.0065603e-05,5.7173573e-05,1.0708658e-05,2.6805124e-05,3.1219075e-05
slide_0055__patch_0863104.png,0.9958786,0.0036531049,5.7084035e-05,5.5135984e-06,3.6367546e-05,4.0396535e-05,8.533494e-05,1.874029e-05,2.1472675e-05,0.00011914854,1.4574701e-05,3.2870073e-05,3.682934e-05
slide_0055__patch_0882103.png,0.9985876,0.0010697868,2.5317107e-05,5.7639877e-06,5.98375e-05,1.4473234e-05,2.266772e-05,1.31977e-05,4.8149937e-05,6.5473854e-05,1.885192e-05,2.6607155e-05,4.2455104e-05
slide_0055__patch_0926674.png,0.9918296,0.00735963,9.631108e-05,1.218531e-05,3.2774416e-05,3.2282947e-05,4.3255422e-05,2.0117846e-05,5.3179865e-05,0.00042991294,2.7144422e-05,2.7879369e-05,3.5740642e-05
slide_0055__patch_0988361.png,0.99521035,0.0041649505,6.11365e-05,1.4411662e-05,2.5517416e-05,3.735478e-05,7.096328e-05,2.2413456e-05,7.939852e-05,0.00024141795,1.5841464e-05,1.6019245e-05,4.0374667e-05
slide_0055__patch_0988619.png,0.99879587,0.00083952857,1.4846552e-05,7.935745e-06,3.0164312e-05,1.988635e-05,5.4865523e-05,1.9093317e-05,5.2807554e-05,9.981169e-05,1.2263993e-05,2.7181237e-05,2.5619487e-05
slide_0106__patch_0311146.png,0.21818912,0.002975838,0.00014300314,0.00035406297,0.0004610901,0.0006867766,0.7155612,0.0013369857,0.008781046,0.04985609,3.8219827e-05,0.0005387803,0.0010777663
slide_0106__patch_0728363.png,0.8948147,0.09615634,0.0009376504,1.2865591e-05,0.0003185109,8.6486405e-05,0.000774515,0.0001248845,0.00011430684,0.0064732097,6.607218e-05,7.17802e-05,4.863478e-05
slide_0128__patch_0473908.png,0.99132407,0.0016124349,0.0059847776,0.0003554236,4.2615135e-05,1.0768536e-05,0.00030225152,7.595745e-05,0.00010740953,7.154362e-05,2.8636872e-05,2.3084445e-05,6.098302e-05
slide_0137__patch_0846982.png,0.0035439176,0.9571015,0.038426567,7.424669e-05,0.00013772458,0.000120415236,0.00020792123,4.1143147e-05,1.1697794e-05,0.00013279448,3.6915244e-05,0.00014476823,2.041089e-05
slide_0139__patch_0749315.png,0.00073757034,0.839776,0.15822472,0.00029860434,4.093998e-05,0.00013027435,0.00030312507,9.381842e-05,1.4598142e-05,0.00023650909,4.794432e-05,6.0554663e-05,3.534454e-05
slide_0142__patch_0119167.png,0.99918014,0.00042148933,1.2646904e-05,1.9015546e-05,5.8103455e-05,2.7593705e-05,5.3254647e-05,2.7370355e-05,9.22005e-05,2.287893e-05,4.3331306e-06,3.1220596e-05,4.966033e-05
slide_0142__patch_0185928.png,0.99935275,0.00034850344,1.2823947e-05,7.90111e-06,6.15977e-05,1.72345e-05,4.0709936e-05,1.4520089e-05,5.7394947e-05,2.1666627e-05,5.6619124e-06,3.3982393e-05,2.5275427e-05
slide_0142__patch_0265442.png,0.99884665,0.0008026306,3.0428373e-05,1.529947e-05,3.3172528e-05,1.43342095e-05,0.00011169377,1.3956177e-05,3.859135e-05,6.192948e-05,7.76633e-06,1.01393325e-05,1.3406928e-05
slide_0142__patch_0349482.png,0.9992459,0.00042418845,1.0472329e-05,1.1119716e-05,5.770899e-05,2.1099178e-05,6.539142e-05,1.9896392e-05,4.0544877e-05,3.8202947e-05,6.585751e-06,3.1309624e-05,2.7668066e-05
slide_0142__patch_0351440.png,0.9994518,0.00023141834,9.318762e-06,8.463728e-06,5.57915e-05,2.2752252e-05,4.1352483e-05,1.7680954e-05,6.951985e-05,3.527172e-05,5.617385e-06,2.247925e-05,2.8713197e-05
slide_0142__patch_0354615.png,0.99947506,0.00015330857,7.835663e-06,1.363411e-05,6.157963e-05,2.3917592e-05,8.7952794e-05,2.73086e-05,5.8566453e-05,4.283849e-05,3.7346667e-06,2.2163189e-05,2.2045622e-05
slide_0142__patch_0376419.png,0.9993093,0.00021558005,6.260627e-06,1.1111168e-05,0.000112746275,4.944977e-05,5.434067e-05,3.2103555e-05,7.6579294e-05,4.098803e-05,7.636018e-06,4.3448537e-05,4.048814e-05
slide_0142__patch_0462500.png,0.99861526,0.00091035967,1.5338639e-05,1.395474e-05,0.00012869394,3.135711e-05,0.0001145605,2.793639e-05,3.734642e-05,4.900292e-05,5.0469002e-06,2.6543114e-05,2.4458679e-05
slide_0142__patch_0463578.png,0.99936837,0.00017489652,6.085619e-06,9.8201235e-06,9.566763e-05,2.8957127e-05,8.2859464e-05,2.2447124e-05,0.00010379117,4.8197002e-05,9.759476e-06,1.6612212e-05,3.248096e-05
slide_0142__patch_0502033.png,0.99941206,0.00017300334,5.8007663e-06,1.0076188e-05,7.034861e-05,3.4190216e-05,6.0807542e-05,2.020392e-05,8.807584e-05,4.21681e-05,8.3144605e-06,3.2165393e-05,4.2835134e-05
slide_0142__patch_0587904.png,0.9989435,0.00060469494,7.599607e-06,1.0151793e-05,7.053437e-05,5.4377433e-05,9.322789e-05,4.424916e-05,6.518499e-05,4.2669326e-05,7.609819e-06,2.5335505e-05,3.0968968e-05
slide_0142__patch_0660098.png,0.9995054,0.00016966119,7.694894e-06,1.2123848e-05,4.4870936e-05,2.0595098e-05,6.265879e-05,2.165149e-05,6.441381e-05,4.269805e-05,4.8064912e-06,1.856392e-05,2.4796298e-05
slide_0142__patch_0678585.png,0.9979826,0.0015097936,1.0958515e-05,1.1234361e-05,0.00012480613,3.911907e-05,7.354284e-05,3.582391e-05,6.597614e-05,5.24657e-05,1.1858272e-05,3.705867e-05,4.458464e-05
slide_0142__patch_0699942.png,0.9992842,0.00031010612,8.56955e-06,1.3430335e-05,5.8473903e-05,2.483904e-05,5.050269e-05,2.5295754e-05,9.8121025e-05,4.8661845e-05,5.081326e-06,2.3921188e-05,4.8760423e-05
slide_0142__patch_0856598.png,0.9993691,0.00023992507,8.890941e-06,1.1283997e-05,7.676002e-05,4.2095693e-05,5.8386813e-05,2.283743e-05,6.03181e-05,2.7969958e-05,7.734984e-06,4.0649928e-05,3.408262e-05
slide_0142__patch_0951698.png,0.99840623,0.0011235777,1.713274e-05,2.104987e-05,8.402901e-05,4.6137637e-05,0.00011904166,3.9396527e-05,5.1379233e-05,4.1232e-05,6.141163e-06,2.1412821e-05,2.3182254e-05
slide_0142__patch_0962629.png,0.99924004,0.00035455974,7.926383e-06,1.171621e-05,8.1250335e-05,4.6496363e-05,3.255493e-05,2.342888e-05,5.3601525e-05,3.608864e-05,8.764281e-06,5.14268e-05,5.2124735e-05
slide_0142__patch_1021532.png,0.9991443,0.0005221445,2.1098364e-05,8.71511e-06,8.889387e-05,1.3677242e-05,2.8972372e-05,1.043082e-05,4.674582e-05,1.9129438e-05,6.5297377e-06,5.015343e-05,3.926094e-05
slide_0154__patch_0144892.png,0.28722966,0.7018723,0.008117137,0.00017114372,0.0001894045,0.00018560617,0.0009957319,0.0003344813,0.00014331499,0.00046462915,1.9089775e-05,0.0001096869,0.00016788585
slide_0154__patch_0456657.png,0.09892927,0.8553612,0.04157365,0.00028018167,0.00015466641,0.00014153491,0.0021238034,0.00027534482,5.7926987e-05,0.00087086484,2.0599738e-05,0.00010214142,0.00010871984
slide_0155__patch_0829284.png,0.99800175,0.0015280569,5.9842332e-05,9.9722e-06,2.3912873e-05,1.2019172e-05,7.0158945e-05,1.1422231e-05,8.85425e-05,0.00013215726,1.2881009e-05,2.0871625e-05,2.844725e-05
slide_0156__patch_0860347.png,0.00687156,0.59582615,0.39576694,0.0005951171,4.7705602e-05,0.00013499486,0.00014926447,7.607675e-05,7.553757e-05,0.00022708814,3.8293365e-05,0.0001271434,6.406158e-05
slide_0157__patch_0768462.png,0.025933977,0.9544001,0.017017135,3.4890978e-05,6.4183696e-05,0.00011594213,0.00017844369,6.828833e-05,2.671574e-05,0.0020225844,3.0895015e-05,5.567714e-05,5.1234892e-05
slide_0157__patch_0957787.png,0.33648556,0.012756247,0.0009172167,0.00042130443,0.0005768195,0.0024281477,0.4874173,0.0102249365,0.0011930631,0.14461266,0.000118966826,0.0005293391,0.0023183483
slide_0159__patch_0763856.png,0.9799676,0.017285014,0.00014495154,1.639595e-05,3.7283055e-05,7.331474e-05,0.00011923366,5.4165313e-05,6.940109e-05,0.002076156,1.400152e-05,7.662179e-05,6.585028e-05
slide_0162__patch_0227930.png,0.96287453,0.03368792,0.0001491568,1.224774e-05,0.00038843104,4.8240076e-05,8.703916e-05,5.9299313e-05,0.0001262763,0.0020123941,2.7983962e-05,4.0159175e-05,0.0004862902
slide_0162__patch_0394166.png,0.9954045,0.0018226254,5.0460807e-05,7.507371e-06,0.00016019949,3.6335226e-05,4.6184596e-05,7.104999e-05,7.643962e-05,0.0017414426,1.357312e-05,4.1924777e-05,0.0005277508
